Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,eTCN-40 of 2019-20,2020_EICCL_59815_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"8,904",Yes,percentage,1.0%,,,Spl.repair to Internal Road from Jawaharlal Nehru Marg to Janapath Link Road No.1 in Unit-9 Road Zone Bhubaneswar Such as renewal coat from Ch-0.300 km to 0.909 km for the year 2019-20,Spl.repair to Internal Road from Jawaharlal Nehru Marg to Janapath Link Road No.1 in Unit-9 Road Zone Bhubaneswar Such as renewal coat from Ch-0.300 km to 0.909 km for the year 2019-20,Pl. refer DTCN ,NA ,"8,90,358",Civil Works - Roads,Int road work ,Tender,90.0,15.0,Bhubaneswar,751001.0,NA ,NA ,NA ,O.O.E.E. BBSR RandB DivnNo.4,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,RCPANGSTALLAFFIDAVITALL MACHINERIESASPERAPPROVEDTCN,"4,000",0.0,,,No,13-Feb-2020 09:00 AM,20-Feb-2020 11:30 AM,13-Feb-2020 09:00 AM,19-Feb-2020 05:30 PM,NA ,NA ,13-Feb-2020 09:00 AM,19-Feb-2020 05:30 PM,1,ICICI BANK,E.E.BBSR RandB Divn Noi.4,Nirman Soudha Unit 5 Bhubaneswar Dist Khordha,AOC,Executive Engineer,Internal,Sr DAO AEE Estimator,Sachin Kumar Sahoo,17-Aug-2023 06:07 PM,techsummary_314544.pdf (761.16 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,2020_EICCL_59815_2,eTCN-40 of 2019-20,Spl.repair to Internal Road from Jawaharlal Nehru Marg to Janapath Link Road No.1 in Unit-9 Road Zone Bhubaneswar Such as renewal coat from Ch-0.300 km to 0.909 km for the year 2019-20,1.0,1242381.0,SUSANTA KUMAR PANDA,INR,"756,894",1,1242626,SIBA PRASAD BHOI,19-Feb-2020 04:17 PM,Rejected-Finance,Dis-qualified through TLS,17-Aug-2023 06:09 PM,17-Aug-2023,"INR 756,894",15.0,Sachin Kumar Sahoo,17-Aug-2023 06:10 PM,1761R.PDF (761.00 KB),Work awarded,Executive Engineer,Internal,Sr DAO AEE Estimator,Sachin Kumar Sahoo,17-Aug-2026 09:07 PM,finsummary_314544.pdf (761.16 KB),Finance,BID Opened for Evaluation,Saikh Nasrulla,20-Feb-2020 06:35 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,2,1242381,SUSANTA KUMAR PANDA,19-Feb-2020 01:55 PM,Accepted-AOC,work awarded,17-Aug-2023 06:11 PM,,,,,,,,,,,,,,,,,,,,AOC
