Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2120813,Manjubala Sahoo,24-Apr-2023 11:51 AM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2119392,NARMADA NAIK (S.C),22-Apr-2023 03:42 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2118227,Payal Agrawalla,20-Apr-2023 11:54 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2120208,PRATIVA KUMAR SAHU,23-Apr-2023 06:38 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2117860,RINARANI MEHER,21-Apr-2023 02:07 AM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2118188,Sabita Agrawalla,20-Apr-2023 11:03 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2117912,SAMUKA MEHER,21-Apr-2023 01:39 AM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2119104,SANGRAM KESHARI MALLIK,23-Apr-2023 11:04 AM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2119632,SANJEEB KUMAR SAHOO,22-Apr-2023 09:31 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2120499,SARAT KUMAR PRADHAN,24-Apr-2023 01:45 AM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2119469,SHIBANANDA SAHOO,22-Apr-2023 05:29 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2118892,Shimanchal Pradhan,21-Apr-2023 07:14 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2118763,SOUMYA RANJAN PATTNAIK,21-Apr-2023 11:23 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2116234,SUPRITI SAHU,18-Apr-2023 08:56 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
