Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
11-Apr-2023 10:00 AM,25-Apr-2023 10:00 AM,11-Apr-2023 10:00 AM,24-Apr-2023 05:00 PM,NA ,NA ,11-Apr-2023 10:00 AM,24-Apr-2023 05:00 PM,"17,000",Yes,fixed,,Nil,Nil,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",e Procurement Notice No EE BOD 01/23-24,2023_CEBMT_87398_11,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Flood protection work to right bank of river Mahanadi near Satighat of village Karadi,Flood protection work to right bank of river Mahanadi near Satighat of village Karadi,Please refer Tender documents. ,NA ,"16,81,000",Civil Works - Water Works,NA ,Tender,90.0,180.0,"O/O Executive engineer, boudh IRR DIVISION,BDH",762014.0,NA ,NA ,NA ,"O/O Executive engineer, boudh IRR DIVISION,BDH",No ,No,Executive engineer,"O/O Executive engineer, boudh IRR DIVISION,BDH",1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,1,2120691,ASHOK KUMAR MAHAKUD,24-Apr-2023 10:51 AM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,20-May-2023,"INR 1,429,247",180.0,Narendra Kumar Sitha,07-Aug-2023 03:51 PM,11.pdf (574.00 KB),executive engineer,Internal,,Narendra Kumar Sitha,12-May-2023 08:58 AM,techsummary_432863.pdf (393.47 KB),executive engineer,Internal,,Narendra Kumar Sitha,13-May-2023 07:53 AM,finsummary_432863.pdf (136.45 KB),"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",2023_CEBMT_87398_11,e Procurement Notice No EE BOD 01/23-24,Flood protection work to right bank of river Mahanadi near Satighat of village Karadi,1.0,2121047.0,ASHUTOSH MAHAPATRA,INR,"1,429,247",Finance,lottery programme held on 6.5.23 at 10.00am,Narendra Kumar Sitha,04-May-2023 08:29 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,AOC,2,2121047,ASHUTOSH MAHAPATRA,24-Apr-2023 01:52 PM,Accepted-AOC,l1,07-Aug-2023 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER DOCUMENT , PAN , GSTIN, RC, EMD, NO RELATION CERTIFICATE AND AFFADEVIT",AOC,3,2118855,ASTAMA NAIK,22-Apr-2023 10:52 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,4,2117696,Basanta Kumar Sahoo,20-Apr-2023 11:43 AM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2115824,BIKASH CHANDRA SAMAL,18-Apr-2023 06:03 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2120338,Binod Kumar Mishra,24-Apr-2023 12:20 AM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2117254,Biswanath Patra,21-Apr-2023 01:01 AM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2119275,DHARANI DHARA SAHOO,22-Apr-2023 05:52 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2119992,Jyotirmayee Meher,23-Apr-2023 06:30 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2120745,KULAMANI MAJHI,24-Apr-2023 12:48 PM,Rejected-Finance,Not found 1st lowest bidder in the lottery programme,13-May-2023 07:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
