S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1.0,2064502.0,Rajesh Sethi,INR,"666,071",Finance,ok,Debiprasad Rout,31-Jan-2023 05:41 PM,,BOQ Comparative Chart,Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,23-Jul-2023 01:51 PM,finsummary_425201.pdf (236.72 KB),Municipal Bodies||Bhadrak Municipality,2023_ORULB_84998_33,BM-BDK-03-2022-23,Construction of RCC drain near Madan Nayak house towards Pramod Kumar Barik and Ganesh Rout house at Upar Bagurai in Ward No.8,Gulmaki Dalawzi,Internal,Details attached below,Pradip Kumar Saha,23-Jul-2023 01:49 PM,techsummary_425201.pdf (236.72 KB),1,2064277,BIDYADHAR BEHERA,29-Jan-2023 01:51 PM,Rejected-AOC,Quoted second lowest,02-Aug-2023 05:04 PM,02-Aug-2023,"INR 666,071",60.0,Pradip Kumar Saha,02-Aug-2023 05:03 PM,33.pdf (1078.00 KB),work order issued,AOC,20-Jan-2023 10:00 AM,31-Jan-2023 11:00 AM,20-Jan-2023 10:00 AM,30-Jan-2023 05:00 PM,NA ,NA ,20-Jan-2023 10:00 AM,30-Jan-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,Executive Officer,"Executive Officer, Bhadrak Municipality",Construction of RCC drain near Madan Nayak house towards Pramod Kumar Barik and Ganesh Rout house at Upar Bagurai in Ward No.8,Construction of RCC drain near Madan Nayak house towards Pramod Kumar Barik and Ganesh Rout house at Upar Bagurai in Ward No.8,Please refer Tender documents. ,NA ,"6,77,935",Civil Works - Others,NA ,Tender,90.0,60.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,Municipal Council Bhadrak,No ,No,Municipal Bodies||Bhadrak Municipality,BM-BDK-03-2022-23,2023_ORULB_84998_33,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTCN",1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2064502,Rajesh Sethi,29-Jan-2023 06:43 PM,Accepted-AOC,Quoted first lowest,02-Aug-2023 05:04 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2,ICICI NEFT/RTGS,AOC
