EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"7,02,650",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN","10,000",0.0,Nil,Nil,No,CCE RWC Baripada,CCE RWC Baripada,1.0,Date,Date,,Improvement of Jharadihi kudarsahi to Rangamatia Road under improvement to existing RD Road Scheme in the District of Mayurbhanj for the year 2022-23.,Improvement of Jharadihi Kudarsahi to Rangamatia Road under improvement to existing RD Road Scheme in the District of Mayurbhanj for the year 2022-23.,Please refer Tender documents. ,NA ,"7,02,65,000",Civil Works - Roads,NA ,Tender,90.0,331.0,"SERW Division, Rairangpur",757043.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,CE RW I||RWCIRCLE-BARIPADA,Road Online N.C.B. No-270,2023_CERWI_87074_18,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,20-Mar-2023 05:55 PM,11-Apr-2023 11:00 AM,20-Mar-2023 05:55 PM,10-Apr-2023 05:00 PM,20-Mar-2023 05:55 PM ,06-Apr-2023 05:00 PM ,20-Mar-2023 05:55 PM,10-Apr-2023 05:00 PM,08-May-2023 01:00 PM,AOC,1,2108531,BASUMATI SAHOO,10-Apr-2023 03:40 PM,Accepted-AOC,L1,05-Aug-2023 09:42 PM,02-Aug-2023,"INR 63,244,901",331.0,Ashwani Pradhan,05-Aug-2023 09:40 PM,Jharadihi.pdf (784.00 KB),"CCE RW Circle, Baripada",Internal,,Ashwani Pradhan,29-Apr-2023 08:58 PM,08-May-2023 01:00 PM,techsummary_431723.pdf (455.23 KB),Finance,05 Nos bidder admitted,Ashwani Pradhan,29-May-2023 01:28 PM,,BOQ Comparative Chart,Technical,05 Nos bidder participated,Ashwani Pradhan,29-Apr-2023 08:51 PM,,CE RW I||RWCIRCLE-BARIPADA,2023_CERWI_87074_18,Road Online N.C.B. No-270,Improvement of Jharadihi kudarsahi to Rangamatia Road under improvement to existing RD Road Scheme in the District of Mayurbhanj for the year 2022-23.,"CCE RW Circle, Baripada",Internal,,Ashwani Pradhan,29-May-2023 01:35 PM,finsummary_431723.pdf (883.65 KB),1.0,2108531.0,BASUMATI SAHOO,INR,"63,244,901",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2108293,HARAGOVIND PRASAD SAHU,10-Apr-2023 02:54 PM,Rejected-AOC,L3,05-Aug-2023 09:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2103180,M/s Pallavi Infra Project,02-Apr-2023 12:20 PM,Rejected-AOC,L5,05-Aug-2023 09:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2108323,SRI RABINDRA PADHY,03-Apr-2023 02:47 PM,Rejected-AOC,L2,05-Aug-2023 09:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2108069,SRI SUBASH CHANDRA MANDAL,31-Mar-2023 07:03 PM,Rejected-AOC,L4,05-Aug-2023 09:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
