Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Bhawanipatna Municipality,BPM/02/2023-24,2023_ORULB_89441_74,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of Paver road and laying of drain cover slab from Sabarpada Chowk to Sidharth Naik house in Ward No. 14,Construction of Paver road and laying of drain cover slab from Sabarpada Chowk to Sidharth Naik house in Ward No. 14,Please refer Tender documents. ,NA ,"10,99,636",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","6,000",0.0,Nil,Nil,No,01-Jun-2023 10:00 AM,13-Jun-2023 10:00 AM,01-Jun-2023 10:00 AM,12-Jun-2023 05:00 PM,NA ,NA ,01-Jun-2023 10:00 AM,12-Jun-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"10,996",Yes,fixed,,Nil,Nil,AOC,25-Aug-2023,"INR 934,799.55",30.0,Chinmaya Kumar Nayak,31-Aug-2023 01:11 PM,TENDERPROCEEDING.pdf (2453.00 KB),AWARDED,1,2158991,AJIT KUMAR PRADHAN,11-Jun-2023 06:46 PM,Rejected-Finance,L3,22-Jul-2023 10:32 PM,CP,Internal,ACCEPTED,Chinmaya Kumar Nayak,15-Jul-2023 10:42 PM,techsummary_439734.pdf (2452.55 KB),Municipal Bodies||Bhawanipatna Municipality,2023_ORULB_89441_74,BPM/02/2023-24,Construction of Paver road and laying of drain cover slab from Sabarpada Chowk to Sidharth Naik house in Ward No. 14,CP,Internal,"JE,ME,EO,CP",Chinmaya Kumar Nayak,22-Jul-2023 10:32 PM,finsummary_439734.pdf (2452.55 KB),Finance,ACCEPTED,Chinmaya Kumar Nayak,15-Jul-2023 08:03 PM,,BOQ Comparative Chart,1.0,2158793.0,MANOJ KUMAR PATRA,INR,"934,799.55",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC,,,,,,,,2,2158793,MANOJ KUMAR PATRA,11-Jun-2023 01:22 PM,Accepted-AOC,AWARDED,31-Aug-2023 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2158998,SNP DEVELOPERS PROP. PRADYUT PRADHAN,12-Jun-2023 06:04 AM,Rejected-AOC,L2,31-Aug-2023 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
