Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
10-Aug-2023,"INR 1,182,125",60.0,Shashanka Sekhar Dash,10-Aug-2023 05:50 PM,BIJUPATTNAIK.pdf (832.00 KB),AOC,Finance,cs,Shashanka Sekhar Dash,17-Mar-2023 11:55 AM,,BOQ Comparative Chart,Superintending Engineer,Internal,AEE DAO-1,Shashanka Sekhar Dash,10-Aug-2023 05:49 PM,finsummary_429860.pdf (832.03 KB),1,2096750,BIBHUTI PRASAD RANA,09-Mar-2023 02:40 PM,Accepted-AOC,ACCEPTED,10-Aug-2023 05:50 PM,1.0,2096750.0,BIBHUTI PRASAD RANA,INR,"1,182,125",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,2023_EICCL_86501_2,Bid Identification No-SE-RandB-JSG-23- OF 2022-23,"P/R of Bijupattnaik chowk to Chuakani road such as clearing grubbing, tree painting and renewal coat from ch. 0/000 to 4/900km for the year 2022-23",Superintending Engineer,Internal,AEE DAO-1,Shashanka Sekhar Dash,10-Aug-2023 05:47 PM,techsummary_429860.pdf (832.03 KB),AOC,"13,906",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC BOOK,TENDER COST,AFFIDAVIT,EMD,PAN, GSTN, LEASE AGREEMENT ETC",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-JHARSUGUDA,Bid Identification No-SE-RandB-JSG-23- OF 2022-23,2023_EICCL_86501_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1,ICICI BANK,SE Jharsuguda R and B Division,O/O the SE Jharsuguda R and B Division,24-Feb-2023 06:55 PM,10-Mar-2023 11:30 AM,24-Feb-2023 06:55 PM,09-Mar-2023 05:00 PM,24-Feb-2023 06:55 PM ,09-Mar-2023 05:00 PM ,24-Feb-2023 06:55 PM,09-Mar-2023 05:00 PM,"P/R of Bijupattnaik chowk to Chuakani road such as clearing grubbing, tree painting and renewal coat from ch. 0/000 to 4/900km for the year 2022-23","P/R of Bijupattnaik chowk to Chuakani road such as clearing grubbing, tree painting and renewal coat from ch. 0/000 to 4/900km for the year 2022-23",Please refer Tender documents. ,NA ,"13,90,572",Civil Works - Roads,NA ,Tender,90.0,60.0,JHARSUGUDA,768201.0,NA ,NA ,NA ,O/O the SE Jharsuguda R and B Division,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,2096699,MANOJ KISHAN,09-Mar-2023 04:20 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-unable to satisfy the minimum required plant & equipments,17-Mar-2023 11:55 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
