Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Laxman mahanta,Internal,"EO,Accountant,ME,SDO PWD",Abhishek Panda,19-Jul-2023 01:45 PM,19-Jul-2023 02:00 PM,techsummary_438858.pdf (1264.19 KB),1.0,2162955.0,Sanjay Naik,INR,"463,642.81",Municipal Bodies||Barbil Municipality,2023_ORULB_89229_6,BBLM-2/2023-24,"Construction of paver road inside Santabahal Crematorium, ward No.8",Finance,Fin open,Abhishek Panda,20-Jul-2023 11:18 AM,finance_438858.pdf,BOQ Comparative Chart,1,2162944,Ananta Charan Rout,18-Jun-2023 09:52 PM,Rejected-Finance,Second and General Category,21-Aug-2023 05:34 PM,Technical,Open,Abhishek Panda,21-Jun-2023 05:07 PM,technical_438858.pdf,21-Aug-2023,"INR 463,642.81",60.0,Abhishek Panda,21-Aug-2023 05:35 PM,6w.pdf (221.00 KB),Contact value excluding GST,Laxman Mahanta,Internal,"JE,ME,EO",Abhishek Panda,21-Aug-2023 05:34 PM,finsummary_438858.pdf (378.22 KB),AOC,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Barbil Municipality,BBLM-2/2023-24,2023_ORULB_89229_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,DETAIL TENDER CALL NOTICE,Executive officer Barbil Municipality,Executive officer Barbil Municipality,26-May-2023 10:00 AM,21-Jun-2023 11:00 AM,26-May-2023 10:00 AM,19-Jun-2023 05:00 PM,NA ,NA ,26-May-2023 10:00 AM,19-Jun-2023 05:00 PM,19-Jul-2023 02:00 PM,"5,000",Yes,percentage,1.0%,Nil,Nil,"Construction of paver road inside Santabahal Crematorium, ward No.8","Construction of paver road inside Santabahal Crematorium, ward No.8",Please refer Tender documents. ,NA ,"5,00,000",Civil Works - Roads,NA ,Tender,45.0,60.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality Office,No ,No,1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,2,2162955,Sanjay Naik,19-Jun-2023 12:55 PM,Accepted-AOC,Lowest,21-Aug-2023 05:36 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
