Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BARIPADA,Bridge Online N.C.B. No-271 Bridge work,2023_CERWI_86922_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",1.0,ICICI BANK,Construction of Bridge over Sulekha Nallah at 1st km on Satapoutia to Udhaninuagaon (PS) road in the District of Mayurbhanj under B.S.Y.,Construction of Bridge over Sulekha Nallah at 1st km on Satapoutia to Udhaninuagaon (PS) road in the District of Mayurbhanj under B.S.Y.,Please refer Tender documents. ,NA ,"4,35,09,000",Civil Works - Bridges,NA ,Tender,90.0,455.0,"SERW Division, Baripada",757105.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,1.0,"Due Date Extended - Due to some issues in accessing portals, all the tenders due for closing on 24-Mar-2023 have been extended by 24 hours as per System Malfunction Procedure. Inconvenience caused is deeply regretted.",Admin Corrigendum Date Extend,,15-Mar-2023 09:00 AM,28-Mar-2023 11:00 AM,15-Mar-2023 09:00 AM,25-Mar-2023 05:00 PM,15-Mar-2023 09:00 AM ,23-Mar-2023 05:00 PM ,15-Mar-2023 09:00 AM,25-Mar-2023 05:00 PM,15-Apr-2023 10:30 AM,"4,35,090",Yes,percentage,1.0%,Nil,Nil,CCE RWC Baripada,CCE RWC Baripada,AOC,"CCE RW Circle, Baripada",Internal,,Ashwani Pradhan,11-Apr-2023 10:11 AM,15-Apr-2023 10:30 AM,techsummary_431146.pdf (221.33 KB),1.0,2100849.0,Akash Giri,INR,"38,388,496",CE RW I||RWCIRCLE-BARIPADA,2023_CERWI_86922_1,Bridge Online N.C.B. No-271 Bridge work,Construction of Bridge over Sulekha Nallah at 1st km on Satapoutia to Udhaninuagaon (PS) road in the District of Mayurbhanj under B.S.Y.,Finance,05 Nos Bidders admitted,Ashwani Pradhan,17-Apr-2023 01:07 PM,,BOQ Comparative Chart,Technical,06 Nos bidder participated,Ashwani Pradhan,11-Apr-2023 10:04 AM,technical_431146.pdf,1,2100849,Akash Giri,24-Mar-2023 04:45 PM,Accepted-AOC,L1,22-Aug-2023 08:37 PM,"CCE RW Circle, Baripada",Internal,,Ashwani Pradhan,17-Apr-2023 01:19 PM,finsummary_431146.pdf (939.94 KB),02-Aug-2023,"INR 38,388,496",455.0,Ashwani Pradhan,22-Aug-2023 08:34 PM,Sulekha.pdf (88.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2101817,ALINA SAMAL,22-Mar-2023 06:21 PM,Rejected-AOC,L5,22-Aug-2023 08:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2102430,Kartick Chandra Sahani,23-Mar-2023 08:06 PM,Rejected-AOC,L4,22-Aug-2023 08:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2101733,Ms SHREE RADHA KRISHNA INFRASTRUCTURE,25-Mar-2023 02:41 PM,Rejected-Technical,Insufficient similar nature of work expereince.,11-Apr-2023 10:11 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2099984,Ranjit Kumar Sahu,23-Mar-2023 07:20 PM,Rejected-AOC,L3,22-Aug-2023 08:37 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2102152,SWARUP KUMAR MOHAPATRA,24-Mar-2023 04:22 PM,Rejected-AOC,L2,22-Aug-2023 08:37 PM,,,,,,,,,,,,,AOC
