S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,10-Mar-2023 02:00 PM,29-Mar-2023 11:00 AM,10-Mar-2023 02:00 PM,28-Mar-2023 05:00 PM,NA ,NA ,10-Mar-2023 02:00 PM,28-Mar-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,LICENCE PAN GST AFFIDAVIT ETC AS PER DTCN,Municipal Bodies||Jatni Municipal Council,EO/JMC/065/2022-23,2023_ORULB_86761_41,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER,JATNI MUNICIPALITY","EXECUTIVE OFFICER,JATNI MUNICIPALITY","Improvement of Road from Singh Babu House to PWD Main Road, Biswanath Colony, W.No.-11","Improvement of Road from Singh Babu House to PWD Main Road, Biswanath Colony, W.No.-11",Please refer Tender documents. ,NA ,"8,00,000",Civil Works - Others,NA ,Tender,30.0,30.0,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",752050.0,NA ,NA ,NA ,"EXECUTIVE OFFICER,JATNI MUNICIPALITY",No ,No,"8,000",Yes,percentage,1.0%,Nil,Nil,AOC,Municipal Bodies||Jatni Municipal Council,2023_ORULB_86761_41,EO/JMC/065/2022-23,"Improvement of Road from Singh Babu House to PWD Main Road, Biswanath Colony, W.No.-11",chairperson,Internal,eo aee je,Dillip Kumar Mohanty,29-Aug-2023 03:23 PM,finsummary_430784.pdf (436.26 KB),Finance,4 bidders are participated,Dillip Kumar Mohanty,05-Apr-2023 12:36 PM,finance_430784.pdf,BOQ Comparative Chart,1.0,2104173.0,BIJAY KUMAR SETHI,INR,"576,012",29-Aug-2023,"INR 576,012",30.0,Dillip Kumar Mohanty,29-Aug-2023 03:25 PM,4187.pdf (436.00 KB),1,2105088,AMEEYA BHUJABAL,28-Mar-2023 11:55 AM,Rejected-Finance,lottery,29-Aug-2023 03:23 PM,chairperson,Internal,eo aee je,Dillip Kumar Mohanty,29-Aug-2023 03:16 PM,techsummary_430784.pdf (436.26 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2104173,BIJAY KUMAR SETHI,26-Mar-2023 07:47 PM,Accepted-AOC,work order issued,29-Aug-2023 03:26 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2105352,NILAKANTHA BEHERA,28-Mar-2023 05:53 AM,Rejected-Finance,lottery,29-Aug-2023 03:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2104513,PRAMOD KUMAR BALIARSINGH,27-Mar-2023 08:07 PM,Rejected-Finance,lottery,29-Aug-2023 03:23 PM,,,,,,,AOC
