Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
A K PAL,Internal,L D BEHERA R K DASH DEBENDU MOHAPATRA S R PATTANAIK,JAYANTA KUMAR MEKAP,27-Jan-2022 05:14 PM,28-Jan-2022 10:00 AM,techsummary_385945.pdf (102.25 KB),Technical,07 (Seven) bids has been received subjected to evaluation by committee,MINAKETAN DAS,05-Jan-2022 11:53 AM,,A K PAL,Internal,L D BEHERA R K DASH DEBENDU MOHAPATRA S R PATTANAIK,JAYANTA KUMAR MEKAP,08-Jun-2022 03:52 PM,finsummary_385945.pdf (216.04 KB),1.0,1781336.0,ABHIRAM SAHU,INR,"21,222,599.82",Finance,Financial bid of 06 (Six) qualified bidders had been open out of 07 (Seven) bids.,MINAKETAN DAS,28-Jan-2022 10:06 AM,,BOQ Comparative Chart,1,1781336,ABHIRAM SAHU,03-Jan-2022 09:19 PM,Accepted-AOC,BEING L1,25-Aug-2023 02:49 PM,25-Aug-2022,"INR 21,222,599.82",180.0,Satyajit Jena,25-Aug-2023 02:49 PM,2021_OMC_74663_2.pdf (161.00 KB),"Construction of CC approach road with Gantry gate, Drain and box culvert from entry gate to Weighbridge of block A Guali Iron Ore Mines of Barbil Region in the dist of Keonjhar.",Orissa Mining Corporation,2021_OMC_74663_2,NIT No.46/OMC/CIVIL/2021,"Construction of CC approach road with Gantry gate, Drain and box culvert from entry gate to Weighbridge of block A Guali Iron Ore Mines of Barbil Region in the dist of Keonjhar.",AOC,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,"Construction of CC approach road with Gantry gate, Drain and box culvert from entry gate to Weighbridge of block A Guali Iron Ore Mines of Barbil Region in the dist of Keonjhar.","Construction of CC approach road with Gantry gate, Drain and box culvert from entry gate to Weighbridge of block A Guali Iron Ore Mines of Barbil Region in the dist of Keonjhar.",Please refer Tender documents. ,NA ,"2,49,65,000",Civil Works - Others,NA ,Tender,180.0,180.0,Guali Mines of Barbil Region,758035.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,Orissa Mining Corporation,NIT No.46/OMC/CIVIL/2021,2021_OMC_74663_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,21-Dec-2021 05:00 PM,05-Jan-2022 11:00 AM,21-Dec-2021 05:00 PM,04-Jan-2022 05:00 PM,NA ,NA ,21-Dec-2021 05:00 PM,04-Jan-2022 05:00 PM,28-Jan-2022 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Technical,CGM Civil,"Office of the CGM(C), OMC Ltd., Bhubaneswar","2,49,700",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1782008,DEBABRATA GIRI,04-Jan-2022 12:58 PM,Rejected-Finance,NOT BEING L1,08-Jun-2022 03:52 PM,,,,,,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1782529,Jitendralal Sahoo,04-Jan-2022 04:32 PM,Rejected-Finance,NOT BEING L1,08-Jun-2022 03:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1782102,MOHAMMAD SADIQ ANWAR,04-Jan-2022 01:31 PM,Rejected-Finance,NOT BEING L1,08-Jun-2022 03:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1782548,M S AMBICA ENTERPRISES,04-Jan-2022 04:43 PM,Rejected-Technical,Disqualified due to Non submission of EMD as prescribed,27-Jan-2022 05:14 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1780625,M/S HAR HAR MAHADEV ENTERPRISES PROP SUBODH KUMAR YADAV,03-Jan-2022 10:21 PM,Rejected-Finance,NOT BEING L1,08-Jun-2022 03:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1780458,SAMARENDRA MOHAPATRA,03-Jan-2022 02:47 PM,Rejected-Finance,NOT BEING L1,08-Jun-2022 03:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
