Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,BC KLD-04/2023-2024,2023_EICCL_89008_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"CONTRCTOR RC,PAN,GSTIN, AFFIDAVITS OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,Construction of Civil infra-structure for installation of Biomedical wasted management equipment at CHC Chapuria,Building,Please refer Tender documents. ,NA ,"7,60,061",Civil Works - Buildings,NA ,Tender,90.0,60.0,Bhawanipatna Kalahandi,766001.0,NA ,NA ,NA ,O/O SE Kalahandi R and B Division Bhawanipatna,No ,No,16-May-2023 06:55 PM,26-May-2023 11:00 AM,16-May-2023 06:55 PM,25-May-2023 05:00 PM,16-May-2023 06:55 PM ,20-May-2023 05:00 PM ,16-May-2023 06:55 PM,25-May-2023 05:00 PM,Executive Engineer,O/O Superintending Engineer Kalahandi R and B Division Bhawanipatna,"6,000",0.0,Nil,Nil,No,"7,601",Yes,fixed,,Nil,Nil,AOC,1,2146447,BALLABHI SENAPATI,25-May-2023 03:12 PM,Rejected-Technical,Disqualified,09-Aug-2023 05:18 PM,09-Aug-2023,"INR 646,127",60.0,Prakash Kumar Behera,09-Aug-2023 05:20 PM,Chapuria.pdf (542.00 KB),Superintending Engineer,Internal,,Prakash Kumar Behera,09-Aug-2023 05:18 PM,techsummary_438029.pdf (542.02 KB),Superintedning Engineer,Internal,,Prakash Kumar Behera,09-Aug-2023 05:19 PM,finsummary_438029.pdf (542.02 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,2023_EICCL_89008_14,BC KLD-04/2023-2024,Construction of Civil infra-structure for installation of Biomedical wasted management equipment at CHC Chapuria,1.0,2144672.0,SUBRATA KUMAR PANDA,INR,"646,127",Finance,3 nos bidder are admitted,Sujit Kumar Naik,28-May-2023 08:17 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2144801,MRUTYUNJAYA KHAMARI,23-May-2023 05:59 PM,Rejected-Technical,Disqualified,09-Aug-2023 05:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2144672,SUBRATA KUMAR PANDA,24-May-2023 07:43 PM,Accepted-AOC,Qualified,09-Aug-2023 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
