object_id,Preparedness Measures_tenders_awarded_value
21-375-03443,1232422.0
21-375-03449,1074357.44
21-377-03299,2866433.0
21-377-03301,4176247.0
21-378-03326,105098151.87
21-379-03442,72693177.87
21-380-03389,149124520.0
21-381-03341,2836209.0
21-383-03351,2538346.0
21-383-03352,1685017.0
21-383-03353,5055074.0
21-383-03355,1522728.0
21-384-03277,2394106.0
21-385-03524,2890361.34
21-385-03525,2717334.87
21-385-03526,5106342.71
21-385-03527,10171518.23
21-386-03457,1492117.0
21-386-03460,3030234.0
21-388-03365,4180189.0
21-388-03368,3400742.0
21-391-03329,46876192.0
21-391-03331,25444772.0
21-396-03557,2118156.0
21-398-03467,2118267.0
21-398-03471,5723093.0
