Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2024_OLIC_102057_18,13/2023-24 OLIC (BAM),Nuabandha T/W,Installation and Energisation of L.I. Project,Works,Open Tender,Percentage,Civil Works - Lift Irrigation Schemes,No,No,NA ,02-Mar-2024 11:00 AM,NA ,365.0,No ,No,Online,14-Mar-2024 12:00 PM,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Berhampur,Nuabandha under Chikiti Block,760006.0,1.0,"14,29,000",PRASHANTA MISHRA,"1,428,802.7",Accepted-AOC,06-Dec-2024,Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Berhampur
2024_CEBMT_106691_1,"EE,KID-01/2024-25",Construction of flood protection wall to the right bank of river Pillasalki near Talapatabali Sahi of Phulbani Town.,Construction of flood protection wall to the right bank of river Pillasalki near Talapatabali Sahi of Phulbani Town,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,12-Nov-2024 10:00 AM,NA ,90.0,No ,No,Online,26-Nov-2024 11:00 AM,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Kandhamal Irr Division Phulbani",Phulbani,762001.0,1.0,"35,96,778",BASANTA KUMAR PADHY,"3,057,621.25",Rejected-AOC,11-Dec-2024,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Kandhamal Irr Division Phulbani"
2024_CEMIB_105609_4,MIBLGR 02/2024-25,Improvement to Mahalei I Check Dam over Mahalei Nalla near village Mahalei in Deogaon Block of Balangir Dist.,Improvement to Mahalei I Check Dam over Mahalei Nalla near village Mahalei in Deogaon Block of Balangir Dist.Mahalei in Deogaon Block of Balangir Dist.,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,09-Oct-2024 11:00 AM,NA ,90.0,No ,No,Online,22-Oct-2024 11:00 AM,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||PADAMPUR",Balangir,767001.0,1.0,"6,64,389",Pooja Jain,"564,797.205",Rejected-Finance,23-Dec-2024,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||PADAMPUR"
2024_CERWI_104656_3,Online Tender/05/EERWD PHULBANI/2024-25,Construction of Revenue Inspector office cum residence at Ratanga in the district of Kandhamal for the year 2023-24,Construction of Revenue Inspector office cum residence at Ratanga in the district of Kandhamal for the year 2023-24,Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,06-Sep-2024 09:00 AM,NA ,90.0,No ,No,Online,18-Sep-2024 11:30 AM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,"OO SE, RWD, Phulbani",762001.0,1.0,"38,95,000",TRILOCHAN PADHAN,"3,308,705",Rejected-Technical,21-Dec-2024,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI
2024_CERWI_106699_3,SERWBPT-ONLINE-3/2024-25,Construction of RW Subdivision Lanjigarh at Biswanathpur for the year 2024-25,Construction of RW Subdivision Lanjigarh at Biswanathpur for the year 2024-25,Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,11-Nov-2024 10:00 AM,NA ,90.0,No ,No,Online,25-Nov-2024 11:00 AM,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-BHAWANIPATNA,SERWBHAWANIPATNA,766001.0,2.0,,Bhakta Charan Bhoi,"4,551,951",Rejected-Finance,19-Dec-2024,CE RW I||RWCIRCLE-BHAWANIPATNA||RWDIVISION-BHAWANIPATNA
2024_CERWI_107013_1,RWD /KPD-03 OF 2024-25,S/R to Approach road to Bridge over Gobari Dead chennal on Bagadia Dasipur PMGSY Road in the District of Kendrapara for the year 2024-2025,S/R to Approach road to Bridge over Gobari Dead chennal on Bagadia Dasipur PMGSY Road in the District of Kendrapara for the year 2024-2025,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,16-Nov-2024 11:00 AM,NA ,90.0,No ,No,Online,27-Nov-2024 11:00 AM,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,Kendrapara,754212.0,1.0,"5,07,313",BITASHOK SWAIN,"431,267",Rejected-Finance,18-Dec-2024,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA
2024_CERWI_107056_1,RWD/KPD/03-2024-25,S/R to Approach road to Bridge over River Gobari on Kharidabad-Alijanga to Chakroda Baranga Nagapura Road in the District of Kendrapaar for the year 2024-25,S/R to Approach road to Bridge over River Gobari on Kharidabad-Alijanga to Chakroda Baranga Nagapura Road in the District of Kendrapaar for the year 2024-25,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,16-Nov-2024 02:00 PM,NA ,90.0,No ,No,Online,27-Nov-2024 11:00 AM,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA,Kendrapara,754212.0,1.0,"8,46,796",ANIL KUMAR THATOI,"719,861",Rejected-Finance,23-Dec-2024,CE RW I||RWCIRCLE-KENDRAPARA||RWDIVISION-KENDRAPARA
2024_CEMIB_105941_7,SECMID_09/2024-25,Improvement to Extension LMC at RD 560M to 840M of Jagannathbandha MIP in Narasinghpur Block under ERM grant for the year 2024-25.,Improvement to Extension LMC at RD 560M to 840M of Jagannathbandha MIP in Narasinghpur Block under ERM grant for the year 2024-25.,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,24-Oct-2024 10:00 AM,NA ,90.0,No ,No,Online,07-Nov-2024 11:00 AM,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK",Narasinghpur,754032.0,1.0,"8,30,498",NILAMANI SETHI,"833,087",Rejected-Finance,21-Dec-2024,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK"
2024_CERWI_105938_22,SERWPH-11/2024-25,"Completion of PH Works to Construction of (S/I, S/D and Ext.W/S) to D type Qtr for AEE, RW Subdivision at Pipili under Pipili Block in the district of Puri.","Completion of PH Works to Construction of (S/I, S/D and Ext.W/S) to D type Qtr for AEE, RW Subdivision at Pipili under Pipili Block in the district of Puri.",Works,Open Tender,Percentage,Civil Works - Buildings,No,No,NA ,28-Oct-2024 11:00 AM,NA ,90.0,No ,No,Online,07-Nov-2024 11:00 AM,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,Pipili,752104.0,1.0,"4,02,697",ASHIS KUMAR NAYAK,"342,333",Rejected-Finance,19-Dec-2024,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR
2024_EICCL_102372_3,CE-WBP(O)-60/2023-24,Construction of H.L Bridge over Kumudaguda river on Ghanabeda to Kodigandhi road at Ch.0.420km in the District of Malkangiri under State Plan,Construction of H.L Bridge over Kumudaguda river on Ghanabeda to Kodigandhi road at Ch.0.420km in the District of Malkangiri under State Plan,Works,Open Tender,Percentage,Civil Works - Bridges,No,No,NA ,12-Mar-2024 10:00 AM,NA ,90.0,No ,No,Online,20-Jun-2024 11:30 AM,EIC-CIVIL||EIC-CIVIL,In the District of Malkangiri,751001.0,2.0,"24,58,20,621",SSNR PROJECTS PRIVATE LIMITED,"233,529,590",Rejected-Finance,10-Dec-2024,EIC-CIVIL||EIC-CIVIL
2024_CEMIB_104232_12,SE 01/MIDJSP/2024-25,Improvement to Tendrasakjodi MIP in Jamda block of Mayurbhanj District under MIPSP Scheme 2024-25.,Improvement to Tendrasakjodi MIP in Jamda block of Mayurbhanj District under MIPSP Scheme 2024-25.,Works,Open Tender,Percentage,Civil Works - Canal,No,No,NA ,13-Aug-2024 10:30 AM,NA ,90.0,No ,No,Online,28-Aug-2024 11:00 AM,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Mayurbhanj",Jamda,757045.0,1.0,"8,46,865",KEDAR NATH DALEI,"719,920.18",Rejected-Finance,30-Oct-2024,"CE,Minor Irrigation,BBSR||Baripada Minor Irrigation Circle Baripada||MI Division Mayurbhanj"
2024_CEMIB_105054_12,SEMIDJAJ-02/2024-25,Improvement to Brahmijori Check Dam in Danagadi Block under Improvement to Check Dam grant for the year 2024-25.,Improvement to Brahmijori Check Dam in Danagadi Block under Improvement to Check Dam grant for the year 2024-25.,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,24-Sep-2024 10:00 AM,NA ,90.0,No ,No,Online,04-Oct-2024 11:00 AM,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur",M.I. DIVISION JAJPUR,755001.0,1.0,"6,39,089",PRAJNA PARAMITA BARIK,"543,289.57",Rejected-Finance,07-Dec-2024,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur"
