Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
11-Oct-2023,"INR 1,577,883",90.0,JUGAL TAKRI,11-Oct-2023 06:12 PM,AOCsummary.pdf (40.00 KB),Accepted,Finance,Eleven no bidders are participated successfully.,JUGAL TAKRI,06-Oct-2023 03:38 PM,finance_451799.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,08-Oct-2023 05:49 PM,finsummary_451799.pdf (204.04 KB),1,2234893,BADAL PATTNAIK,05-Sep-2023 10:37 AM,Rejected-AOC,Rejected,11-Oct-2023 06:13 PM,1.0,2233440.0,M/S. PADHI ELECTRICALS,INR,"1,577,883",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,2023_OLIC_92867_20,02/2023-24,Revival of Nandigam-I L.I.Project under Dasmantpur Block of Koraput District,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,08-Oct-2023 04:35 PM,techsummary_451799.pdf (204.04 KB),AOC,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,02/2023-24,2023_OLIC_92867_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Detail Tender Call notice, PAN ,GST, Civil and Electrical Contractors Licence, Labour Licence,Experi","6,000",0.0,Nil,Nil,No,"14,856",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Revival of Nandigam-I L.I.Project under Dasmantpur Block of Koraput District,Revival of Nandigam-I L.I.Project under Dasmantpur Block of Koraput District,Please refer Tender documents. ,NA ,"14,85,600",Civil Works - Lift Irrigation Schemes,NA ,Tender,270.0,90.0,Koraput,764020.0,NA ,NA ,NA ,L I Division Koraput,No ,No,25-Aug-2023 10:00 AM,07-Sep-2023 11:00 AM,25-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,E E L I Division Koraput,E E L I Division Koraput,AOC
,,,,,,,,,,,,,,,,,,,2,2235133,CHANDAN NAYAK,04-Sep-2023 06:25 PM,Rejected-AOC,Rejected,11-Oct-2023 06:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2237480,DEBABRATA ROUT,05-Sep-2023 03:55 PM,Rejected-AOC,Rejected,11-Oct-2023 06:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2236973,MAA ELECTRICAL & CONSTRUCTION,05-Sep-2023 02:12 PM,Rejected-AOC,Rejected,11-Oct-2023 06:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2235888,MANOJ KUMAR PANDA,04-Sep-2023 11:34 PM,Rejected-AOC,Rejected,11-Oct-2023 06:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2236382,M/s. G.S ENTERPRISES,05-Sep-2023 01:54 PM,Rejected-AOC,Rejected,11-Oct-2023 06:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2235619,M/S. MAA DURGA ENGINEERING ASSOCIATES,05-Sep-2023 12:16 PM,Rejected-AOC,Rejected,11-Oct-2023 06:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2233440,M/S. PADHI ELECTRICALS,03-Sep-2023 09:08 PM,Accepted-AOC,Accepted,11-Oct-2023 06:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2237033,"SAI VAISHNAVI ENTERPRISES, PROP. RAJ KUMAR PATRA",05-Sep-2023 01:41 PM,Rejected-AOC,Rejected,11-Oct-2023 06:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2236562,SRI. KAMADEV NAYAK,05-Sep-2023 01:47 PM,Rejected-AOC,Rejected,11-Oct-2023 06:13 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
