S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Detail Tender Call notice, PAN ,GST, Civil and Electrical Contractors Licence, Labour Licence,Experi","6,000",0.0,Nil,Nil,No,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,02/2023-24,2023_OLIC_92867_53,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Revival of Pukali L.I.Project under Pottangi Block of Koraput District,Revival of Pukali L.I.Project under Pottangi Block of Koraput District,Please refer Tender documents. ,NA ,"13,69,700",Civil Works - Lift Irrigation Schemes,NA ,Tender,270.0,90.0,Koraput,764020.0,NA ,NA ,NA ,L I Division Koraput,No ,No,25-Aug-2023 10:00 AM,07-Sep-2023 11:00 AM,25-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,"13,697",No,percentage,1.0%,Nil,Nil,E E L I Division Koraput,E E L I Division Koraput,AOC,1,2237699,DEBABRATA ROUT,05-Sep-2023 04:56 PM,Rejected-AOC,Rejected,11-Oct-2023 04:51 PM,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,08-Oct-2023 06:42 PM,finsummary_452182.pdf (204.04 KB),Finance,Five no bidders are participated successfully.,JUGAL TAKRI,06-Oct-2023 04:13 PM,,BOQ Comparative Chart,11-Oct-2023,"INR 1,454,783",90.0,JUGAL TAKRI,11-Oct-2023 04:50 PM,AOCsummary.pdf (40.00 KB),Accepted,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,08-Oct-2023 04:10 PM,techsummary_452182.pdf (204.05 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,2023_OLIC_92867_53,02/2023-24,Revival of Pukali L.I.Project under Pottangi Block of Koraput District,1.0,2237288.0,M/A OOMKAR TECNICAL SERVICE (P) LTD,INR,"1,454,783",AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2237288,M/A OOMKAR TECNICAL SERVICE (P) LTD,05-Sep-2023 03:00 PM,Accepted-AOC,Accepted,11-Oct-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2234313,M/S ENGINEERS ENTERPRISES,04-Sep-2023 04:21 PM,Rejected-AOC,Rejected,11-Oct-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2237305,RAMESH CHANDRA BISWAL,05-Sep-2023 03:03 PM,Rejected-AOC,Rejected,11-Oct-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2237029,SUBHAM ELECTRICALS,05-Sep-2023 01:39 PM,Rejected-AOC,Rejected,11-Oct-2023 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
