Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.PKJENA,Sunil Kumar Behera,11-Oct-2023 09:00 PM,techsummary_443144.pdf (2376.58 KB),1.0,2179516.0,M/s. Mahaveer Enterprises,INR,"2,251,091",Odisha Tourism Devl. Corp.,2023_OTDC_90420_13,BP -I/02/2023-24Dt.21.06.2023,Construction of 250KVA Substation with 11KV line at paryatan Bhawan Bhubaneswar.,1,2181312,AYUSH POWER INFRASTRUCTURE,19-Jul-2023 04:22 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 09:06 PM,Finance,Construction of 250KVA Substation with 11KV line at paryatan Bhawan Bhubaneswar.,Sunil Kumar Behera,11-Oct-2023 08:58 PM,finance_443144.pdf,BOQ Comparative Chart,S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.PKJENA,Sunil Kumar Behera,11-Oct-2023 09:04 PM,finsummary_443144.pdf (1290.19 KB),11-Oct-2023,"INR 2,251,091",90.0,Sunil Kumar Behera,11-Oct-2023 09:05 PM,250KVASubstation.pdf (1290.00 KB),Construction of 250KVA Substation with 11KV line at paryatan Bhawan Bhubaneswar.,AOC,"22,440",Yes,percentage,1.0%,Nil,Nil,Construction of 250KVA Substation with 11KV line at paryatan Bhawan Bhubaneswar.,Construction of 250KVA Substation with 11KV line at paryatan Bhawan Bhubaneswar.,Please refer Tender documents. ,NA ,"22,44,000",Electrical Works,NA ,Tender,90.0,90.0,paryatan Bhawan Bhubaneswar,751014.0,NA ,NA ,NA ,Superintending Engineer(I/C) O.T.D.C Ltd,No ,No,"6,000","1,080",Nil,Nil,No,Superintending Engineer(I/C) O.T.D.C Ltd,Superintending Engineer(I/C) O.T.D.C Ltd Lewis road Bhubaneswar.,1.0,ICICI BANK,Odisha Tourism Devl. Corp.,BP -I/02/2023-24Dt.21.06.2023,2023_OTDC_90420_13,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender, EMD, Contractor Registration License, Pan card, Affidative, GST work experience cert",06-Jul-2023 06:15 PM,20-Jul-2023 11:30 AM,06-Jul-2023 06:15 PM,19-Jul-2023 05:00 PM,NA ,NA ,06-Jul-2023 06:15 PM,19-Jul-2023 05:00 PM,AOC
,,,,,,,,,,,,,,,2,2180803,ISWAR CHANDRA PARIDA,19-Jul-2023 12:05 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 09:06 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2181153,MANGALA PRASANNA NAYAK,19-Jul-2023 02:41 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 09:06 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2179516,M/s. Mahaveer Enterprises,17-Jul-2023 09:20 PM,Accepted-AOC,Fulfilled eligibility criteria,11-Oct-2023 09:06 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2177936,M/s Mishra Enterprises,14-Jul-2023 11:13 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 09:06 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2180083,Trupti Electrical,18-Jul-2023 05:25 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 09:06 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
