Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.SPRADHAN,Sunil Kumar Behera,11-Oct-2023 08:36 PM,techsummary_443222.pdf (2718.15 KB),1.0,2180765.0,M/S SILICON INTERIORS,INR,"3,427,720",Odisha Tourism Devl. Corp.,2023_OTDC_90420_16,BP -I/02/2023-24Dt.21.06.2023,Renovation and Upgradation of Way Side Amenity Centre at Chhuriapali in Bargarh Dist.,1,2180904,JYOTI RANJAN SWAIN,19-Jul-2023 12:44 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 08:41 PM,11-Oct-2023,"INR 3,427,720",90.0,Sunil Kumar Behera,11-Oct-2023 08:41 PM,Churiapali.pdf (1306.00 KB),Renovation and Upgradation of Way Side Amenity Centre at Chhuriapali in Bargarh Dist.,Finance,Renovation and Upgradation of Way Side Amenity Centre at Chhuriapali in Bargarh Dist.,Sunil Kumar Behera,11-Oct-2023 08:33 PM,finance_443222.pdf,BOQ Comparative Chart,S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.SPRADHAN,Sunil Kumar Behera,11-Oct-2023 08:39 PM,finsummary_443222.pdf (1306.35 KB),AOC,1.0,ICICI BANK,Superintending Engineer(I/C) O.T.D.C Ltd,Superintending Engineer(I/C) O.T.D.C Ltd Lewis road Bhubaneswar.,Renovation and Upgradation of Way Side Amenity Centre at Chhuriapali in Bargarh Dist.,Renovation and Upgradation of Way Side Amenity Centre at Chhuriapali in Bargarh Dist.,Please refer Tender documents. ,NA ,"34,17,000",Civil Works - Others,NA ,Tender,90.0,90.0,Chhuriapali in Bargarh Dist.,768033.0,NA ,NA ,NA ,Superintending Engineer(I/C) O.T.D.C Ltd,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender, EMD, Contractor Registration License, Pan card, Affidative, GST work experience cert","6,000","1,080",Nil,Nil,No,Odisha Tourism Devl. Corp.,BP -I/02/2023-24Dt.21.06.2023,2023_OTDC_90420_16,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,07-Jul-2023 11:55 AM,20-Jul-2023 11:30 AM,07-Jul-2023 11:55 AM,19-Jul-2023 05:00 PM,NA ,NA ,07-Jul-2023 11:55 AM,19-Jul-2023 05:00 PM,"34,170",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,2178567,KRISHNA KUMAR AGRAWAL,16-Jul-2023 06:13 PM,Rejected-Technical,Not Fulfilled eligibility criteria,11-Oct-2023 08:36 PM,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2181275,MAHAVEER MAINTENANCE AND CONSTRUCTION,19-Jul-2023 04:12 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 08:41 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2180765,M/S SILICON INTERIORS,19-Jul-2023 11:44 AM,Accepted-AOC,Fulfilled eligibility criteria,11-Oct-2023 08:41 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2181307,N GOPAL KRISHNA,19-Jul-2023 04:40 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 08:41 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,2179321,PRIYAMBADA DAS,17-Jul-2023 05:31 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 08:41 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,2179911,SANTANU KUMAR PRADHAN,18-Jul-2023 02:33 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 08:41 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
