Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,31-Aug-2023 11:00 AM,14-Sep-2023 11:00 AM,31-Aug-2023 11:00 AM,11-Sep-2023 05:00 PM,NA ,NA ,31-Aug-2023 11:00 AM,11-Sep-2023 05:00 PM,"15,649",Yes,fixed,,Nil,Nil,"Const. of Paver Road at Ratakhandi towards IB River, W. No.8.",Paver Road,Please refer Tender documents ,NA ,"15,64,900",Civil Works - Roads,NA ,Tender,90.0,45.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,Municipal Bodies||Brajrajnagar Municipality,BRJNRM -02/2023-24,2023_ORULB_93506_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, PAN, GST, Affidavit and other documents as per the relevant clauses of this DTCN",Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,AOC,1,2246235,DILESWAR NAIK,09-Sep-2023 08:19 PM,Accepted-AOC,Accepted,06-Oct-2023 11:30 AM,"Kumari Jagyanseni Oram, Administrator, Brajrajnagar Municipality",Internal,"Junior Engineer, Junior Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality",Chandramani Swain,06-Oct-2023 11:26 AM,finsummary_456429.pdf (487.97 KB),Finance,ok,Chandramani Swain,16-Sep-2023 11:06 AM,finance_456429.pdf,BOQ Comparative Chart,06-Oct-2023,"INR 1,564,900",45.0,Chandramani Swain,06-Oct-2023 11:28 AM,Proceeding.pdf (488.00 KB),"Kumari Jagyanseni Oram, Administrator, Brajrajnagar Municipality",Internal,"Junior Engineer, Junior Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality",Chandramani Swain,06-Oct-2023 11:24 AM,techsummary_456429.pdf (487.97 KB),Municipal Bodies||Brajrajnagar Municipality,2023_ORULB_93506_9,BRJNRM -02/2023-24,"Const. of Paver Road at Ratakhandi towards IB River, W. No.8.",1.0,2246235.0,DILESWAR NAIK,INR,"1,319,556.26",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,Bills of Quantity,,,AOC,2,2246249,SUMITRA AGARWALLA,09-Sep-2023 07:29 PM,Rejected-AOC,Rejected,06-Oct-2023 11:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
