S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD online, RC, GSTIN, PAN, Affidavit and other document as per DTCN","16,700",Yes,fixed,,Nil,Nil,14-Aug-2023 11:00 AM,24-Aug-2023 11:00 AM,14-Aug-2023 11:00 AM,23-Aug-2023 05:00 PM,NA ,NA ,14-Aug-2023 11:00 AM,23-Aug-2023 05:00 PM,Municipal Bodies||Angul Municipality,EO/AGLM-11/2023-24,2023_ORULB_92284_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,"O/O Executive Officer, Angul Municipality",Construction of road from Shakti Vihar canal road to Sumitra Sahu house (0m to 290m) ward No.19,Construction of road from Shakti Vihar canal road to Sumitra Sahu house (0m to 290m) ward No.19,Please refer Tender documents. ,NA ,"16,66,435",Civil Works - Roads,NA ,Tender,90.0,60.0,Angul,759122.0,NA ,NA ,NA ,"O/O Executive Officer, Angul Municipality",No ,No,"6,000",0.0,Nil,Nil,No,AOC,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Sri Girija Sankar Mallick, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,17-Oct-2023 04:35 PM,finsummary_448599.pdf (461.47 KB),Municipal Bodies||Angul Municipality,2023_ORULB_92284_16,EO/AGLM-11/2023-24,Construction of road from Shakti Vihar canal road to Sumitra Sahu house (0m to 290m) ward No.19,1.0,2212789.0,PANCHANAN BEHERA (SC),INR,"1,499,958",Finance,4 Nos bidders participated,Girija Sankar Mallik,24-Aug-2023 01:13 PM,,BOQ Comparative Chart,20-Oct-2023,"INR 1,499,958",60.0,Ghanashyam Tripathy,20-Oct-2023 11:34 AM,AOC.pdf (977.00 KB),Date of agreement 08.09.2023 date of completion 07.11.2023,1,2213848,BODHINATH JAGADISH CHANDRA,23-Aug-2023 02:03 PM,Rejected-AOC,Unsuccessful,20-Oct-2023 11:35 AM,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Sri Girija Sankar Mallick, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,16-Oct-2023 12:22 PM,techsummary_448599.pdf (461.47 KB),AOC
2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantity in Xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2213942,DILLIP KUMAR JENA,23-Aug-2023 02:29 PM,Rejected-AOC,Unsuccessful,20-Oct-2023 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2213121,Gouri Shankar sethi,23-Aug-2023 10:33 AM,Rejected-AOC,Unsuccessful,20-Oct-2023 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2212789,PANCHANAN BEHERA (SC),22-Aug-2023 11:34 PM,Accepted-AOC,Successful,20-Oct-2023 11:35 AM,,,,,,,AOC
