Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Rayagada Municipality,RGDA-MUN-02/2023-24,2023_ORULB_89292_26,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,424",Yes,fixed,,Nil,Nil,"Executive Officer, Rayagada Municipality","Executive Officer, Rayagada Municipality",1.0,Fee/PreQual/Technical/Finance,.pdf,"CDMS License,BDC,PAN,GSTIN,Paper Cost,EMD,Caste Certificate,Affidavit,Bank A/C as per DTCN",Improvement of BM and SDBC Road at Gandhi Nagar 3rd Lane in W.No-15,Improvement of BM and SDBC Road at Gandhi Nagar 3rd Lane in W.No-15,Please refer Tender documents. ,NA ,"10,42,374",Civil Works - Roads,NA ,Tender,90.0,30.0,Rayagada,765001.0,NA ,NA ,NA ,Rayagada Municipality,No ,No,"6,000",0.0,Nil,Nil,No,29-May-2023 11:30 AM,27-Jun-2023 11:30 AM,29-May-2023 11:30 AM,22-Jun-2023 05:30 PM,29-May-2023 11:30 AM ,21-Jun-2023 05:30 PM ,29-May-2023 11:30 AM,22-Jun-2023 05:30 PM,AOC,"Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,06-Oct-2023 04:21 PM,finsummary_439259.pdf (47.99 KB),Municipal Bodies||Rayagada Municipality,2023_ORULB_89292_26,RGDA-MUN-02/2023-24,Improvement of BM and SDBC Road at Gandhi Nagar 3rd Lane in W.No-15,1.0,2163158.0,RASMITA SAHUKAR,INR,"886,131",Finance,All Bids Opened,BIKRAMADITYA MOHAPATRA,26-Jul-2023 04:53 PM,finance_439259.pdf,BOQ Comparative Chart,06-Oct-2023,"INR 886,131",30.0,Bulu Sethy,06-Oct-2023 04:22 PM,Doc.pdf (2218.00 KB),1,2164171,ABHIMANYU NAIK,22-Jun-2023 01:15 PM,Rejected-Finance,Not Qualified in the lottery system,06-Oct-2023 04:21 PM,"Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,06-Oct-2023 01:16 PM,techsummary_439259.pdf (47.99 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2164139,DAMBARUDHAR MAJHI,20-Jun-2023 12:31 PM,Rejected-Finance,Not Qualified in the lottery system,06-Oct-2023 04:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2164997,JULLY BEHERA,22-Jun-2023 02:21 PM,Rejected-Finance,Not Qualified in the lottery system,06-Oct-2023 04:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2164441,JYOSTNA RANI SAHANI,20-Jun-2023 05:41 PM,Rejected-Finance,Not Qualified in the lottery system,06-Oct-2023 04:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2162401,Mohan Behera,17-Jun-2023 06:51 PM,Rejected-Finance,Not Qualified in the lottery system,06-Oct-2023 04:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2163934,NANDA KISHOR PRASAD CHOURASIA,22-Jun-2023 01:00 PM,Rejected-Finance,Not Qualified in the lottery system,06-Oct-2023 04:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2166067,PITTALA YAMUNA,22-Jun-2023 03:40 PM,Rejected-Finance,Not Qualified in the lottery system,06-Oct-2023 04:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2163158,RASMITA SAHUKAR,19-Jun-2023 11:00 AM,Accepted-AOC,Accepted,06-Oct-2023 04:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2164062,SATYANARAYAN PADHI,20-Jun-2023 06:31 PM,Rejected-Finance,Not Qualified in the lottery system,06-Oct-2023 04:21 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2162391,SMT. ABHILIPSA RATH,17-Jun-2023 07:17 PM,Rejected-Finance,Not Qualified in the lottery system,06-Oct-2023 04:21 PM,,,,,,,AOC
