Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"10,000","1,800",Nil,Nil,No,"2,46,000",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Odisha Tourism Devl. Corp.,BP -I/02/2023-24Dt.21.06.2023,2023_OTDC_90411_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender, EMD, Contractor Registration License, Pan card, Affidative, GST work experience cert",06-Jul-2023 09:00 AM,20-Jul-2023 11:30 AM,06-Jul-2023 09:00 AM,19-Jul-2023 05:00 PM,NA ,NA ,06-Jul-2023 09:00 AM,19-Jul-2023 05:00 PM,05-Aug-2023 01:25 PM,Development of Anantasayan in Dhenkanal District.,Development of Anantasayan in Dhenkanal District.,Please refer Tender documents. ,NA ,"2,46,00,000",Civil Works - Others,NA ,Tender,90.0,330.0,Anantasayan in Dhenkanal District.,759001.0,NA ,NA ,NA ,Superintending Engineer(I/C) O.T.D.C Ltd,No ,No,Superintending Engineer(I/C) O.T.D.C Ltd,Superintending Engineer(I/C) O.T.D.C Ltd Lewis road Bhubaneswar.,AOC,S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.SPRADHAN,Sunil Kumar Behera,05-Aug-2023 01:18 PM,05-Aug-2023 01:25 PM,techsummary_442935.pdf (3363.28 KB),1,2180032,ARYA PRAKASH CHAMPATIRAY,18-Jul-2023 04:31 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 07:43 PM,Finance,Development of Anantasayan in Dhenkanal District.,Sunil Kumar Behera,11-Oct-2023 07:35 PM,finance_442935.pdf,BOQ Comparative Chart,11-Oct-2023,"INR 24,676,759",330.0,Sunil Kumar Behera,11-Oct-2023 07:43 PM,Anantasayan.pdf (1319.00 KB),Development of Anantasayan in Dhenkanal District.,1.0,2179963.0,PRASANA KUMAR SAHOO,INR,"24,676,759",Odisha Tourism Devl. Corp.,2023_OTDC_90411_4,BP -I/02/2023-24Dt.21.06.2023,Development of Anantasayan in Dhenkanal District.,S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.SPRADHAN,Sunil Kumar Behera,11-Oct-2023 07:41 PM,finsummary_442935.pdf (1104.99 KB),Technical,Technical Bid Proceeding,Sunil Kumar Behera,05-Aug-2023 01:11 PM,technical_442935.pdf,AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2180366,Debabrata Bhatta,18-Jul-2023 09:48 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2178082,DIPTI RANJAN MOHANTY,15-Jul-2023 04:55 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2181148,Jubaranjan Panda,19-Jul-2023 02:53 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2179963,PRASANA KUMAR SAHOO,18-Jul-2023 03:35 PM,Accepted-AOC,Fulfilled eligibility criteria,11-Oct-2023 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2181270,PRAVATI MALLICK,19-Jul-2023 04:00 PM,Rejected-AOC,Fulfilled eligibility criteria,11-Oct-2023 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2180492,SARANGADHAR DAS,19-Jul-2023 02:45 PM,Rejected-Technical,Not Fufilled all eligible criteria,05-Aug-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
