Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender documents,"9,013",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_01/2023-24,2023_ORULB_89244_25,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EO, Paradeep Municipality",Paradeep Municipality,25-May-2023 05:00 PM,06-Jun-2023 11:00 AM,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,25-May-2023 05:00 PM ,03-Jun-2023 05:00 PM ,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,"Construction of Mini Toilet at Rajib nagar, Atharbanki in Ward No. 02","Construction of Mini Toilet at Rajib nagar, Atharbanki in Ward No. 02",Please refer Tender documents. ,NA ,"9,01,254",Civil Works - Others,NA ,Tender,90.0,60.0,Paradeep Municipality,754142.0,NA ,NA ,NA ,Paradeep Municipality,No ,No,AOC,1,2153189,Nityananda Behera,03-Jun-2023 12:20 PM,Accepted-AOC,Awarded value in excess five percent with GST,10-Oct-2023 01:32 PM,10-Oct-2023,"INR 1,185,800",60.0,Lalitendu Nayak,10-Oct-2023 01:31 PM,58439.pdf (708.00 KB),Contract value in excess five percent with GST,BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lalitendu Nayak,10-Oct-2023 01:25 PM,techsummary_439020.pdf (336.07 KB),BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lalitendu Nayak,10-Oct-2023 01:29 PM,finsummary_439020.pdf (336.07 KB),Municipal Bodies||Paradeep Municipality,2023_ORULB_89244_25,EO/PDPM/W_01/2023-24,"Construction of Mini Toilet at Rajib nagar, Atharbanki in Ward No. 02",1.0,2153189.0,Nityananda Behera,INR,"1,185,800",Finance,BIDS OF PRASANT KUMAR BARIK AND NITYANANDA BEHERA HAVE BEEN ADMITTED.,Kahnu Charan Dhir,13-Jun-2023 06:45 PM,finance_439020.pdf,BOQ Comparative Chart,AOC
,,,,,,,.xls,BoQ,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2153069,PRASANT KUMAR BARIK,03-Jun-2023 11:03 AM,Rejected-Finance,"Though quoted rate in excess lower than Nityananda Behera, but still L2 due to general license.",10-Oct-2023 01:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
