Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,08-Oct-2023 11:22 PM,techsummary_439173.pdf (47.99 KB),1,2163962,ABHIMANYU NAIK,22-Jun-2023 12:15 PM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,08-Oct-2023,"INR 1,439,377",30.0,Bulu Sethy,08-Oct-2023 11:31 PM,doc.pdf (1692.00 KB),1.0,2162466.0,TIRUPATI PRASAD PANIGRAHI,INR,"1,439,377",Finance,All Bids Opened,BIKRAMADITYA MOHAPATRA,25-Jul-2023 11:53 PM,finance_439173.pdf,BOQ Comparative Chart,"Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,08-Oct-2023 11:30 PM,finsummary_439173.pdf (47.99 KB),Municipal Bodies||Rayagada Municipality,2023_ORULB_89292_10,RGDA-MUN-02/2023-24,"Construction of Paver Block road and Drain at DFO 7th Lane near Tirupati Panigrahi res, in W.No-09",AOC,1.0,ICICI BANK,"16,932",Yes,fixed,,Nil,Nil,"Executive Officer, Rayagada Municipality","Executive Officer, Rayagada Municipality",29-May-2023 11:30 AM,27-Jun-2023 11:30 AM,29-May-2023 11:30 AM,22-Jun-2023 05:30 PM,29-May-2023 11:30 AM ,21-Jun-2023 05:30 PM ,29-May-2023 11:30 AM,22-Jun-2023 05:30 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"CDMS License,BDC,PAN,GSTIN,Paper Cost,EMD,Caste Certificate,Affidavit,Bank A/C as per DTCN","Construction of Paver Block road and Drain at DFO 7th Lane near Tirupati Panigrahi res, in W.No-09","Construction of Paver Block road and Drain at DFO 7th Lane near Tirupati Panigrahi res, in W.No-09",Please refer Tender documents. ,NA ,"16,93,221",Civil Works - Others,NA ,Tender,90.0,30.0,Rayagada,765001.0,NA ,NA ,NA ,Rayagada Municipality,No ,No,Municipal Bodies||Rayagada Municipality,RGDA-MUN-02/2023-24,2023_ORULB_89292_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,2164702,AMAR PRASAD PATNAIK,21-Jun-2023 02:03 PM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2166146,BASANTA PRADHAN,22-Jun-2023 05:08 PM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2163965,DAMBARUDHAR MAJHI,20-Jun-2023 10:06 AM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2163787,DEBADATTA NANDA,19-Jun-2023 11:16 PM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2163860,Jagadish Kumar Sahu,21-Jun-2023 08:48 AM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2164734,JAGANNATH SAHU,21-Jun-2023 09:41 AM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2164965,JULLY BEHERA,22-Jun-2023 01:45 PM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2164336,JYOSTNA RANI SAHANI,20-Jun-2023 04:38 PM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2165811,KARNI SAPNA,22-Jun-2023 12:52 PM,Rejected-Finance,Not qualified in the lottery system,08-Oct-2023 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
