Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"11,800",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,"NIT, DTCN, GST, PAN, LICENSE",Repair and renovation of water supply sanitary installation and sewerage disposal works of IDRC at Ranki Keonjhar,Repair and renovation of water supply sanitary installation and sewerage disposal works of IDRC at Ranki Keonjhar,Please refer Tender documents. ,NA ,"68,14,565",Civil Works - Water Works,Repair and renovation of IDRC building at Keonjhar ,Tender,120.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"Office of the WATCO Division, Keonjhar",No ,No,General Manager,"Office of the WATCO Division, Keonjhar, Mining Road Keonjhar",WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Keonjhar,WATCOKJR-01,2023_WDKJH_90731_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,19-Jul-2023 10:00 AM,31-Jul-2023 11:00 AM,19-Jul-2023 10:00 AM,29-Jul-2023 05:00 PM,19-Jul-2023 10:00 AM ,29-Jul-2023 12:00 PM ,19-Jul-2023 10:00 AM,29-Jul-2023 05:00 PM,23-Aug-2023 04:00 PM,"1,37,000",No,fixed,,Nil,Nil,1,ICICI BANK,AOC,Narada Chandra Rath,Internal,Manas Ranjan Sahoo(DAO) Kashinath Beshra(Manager) Himansu Sekhar Parida(Estimator),Narad Chandra Rath,11-Sep-2023 04:11 PM,finsummary_444142.pdf,12-Sep-2023,"INR 6,814,565",90.0,Narad Chandra Rath,03-Oct-2023 01:19 PM,WorkOrder.pdf,Work Order,Technical,Technical Evaluation Statement,Narad Chandra Rath,23-Aug-2023 01:06 PM,technical_444142.pdf,Finance,Work Order,Narad Chandra Rath,05-Sep-2023 11:41 AM,finance_444142.pdf,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Keonjhar,2023_WDKJH_90731_1,WATCOKJR-01,Repair and renovation of water supply sanitary installation and sewerage disposal works of IDRC at Ranki Keonjhar,Narada Chandra Rath,Internal,"Kashinath Beshra (Manager), Manas Ranjan Sahoo (DAO), Himansu Sekhar Parida( Asst. Manager Estimator)",Narad Chandra Rath,23-Aug-2023 01:13 PM,23-Aug-2023 04:00 PM,techsummary_444142.pdf,AOC
,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
