Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Selection and appointment of transport contractors for inter-district transportation of Custom Milled Rice (CMR) from source district Jajpur to recipient district Kendrapara in the State of Odisha,Selection and appointment of transport contractors for inter-district transportation of Custom Milled Rice (CMR) from source district Jajpur to recipient district Kendrapara in the State of Odisha,Please refer tender document ,NA ,,Handling and Transportation,NA ,Tender,45.0,619.0,OSCSC LTD C/2 NAYAPALLI BHUBANESWAR,751012.0,NA ,NA ,NA ,"CONFERENCE HALL, OSCSC LTD",No ,No,MANAGING DIRECTOR,OSCSC LTD C/2 NAYAPALLI BHUBANESWAR-12,1,ICICI BANK,22-Jul-2023 10:00 AM,07-Aug-2023 11:00 AM,22-Jul-2023 10:00 AM,05-Aug-2023 05:00 PM,NA ,NA ,22-Jul-2023 10:00 AM,05-Aug-2023 05:00 PM,17-Aug-2023 11:00 AM,590.0,0.0,Nil,Nil,No,"2,00,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Required Document as per DTCN,Odisha State Civil Supplies Corp. Ltd.,No.10696/P-II/91/2023/PDS Dt.20.07.2023,2023_OSCSC_91001_3,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,AOC,MANAGING DIRECTOR,Internal,,sudhakar sabaro,06-Oct-2023 12:42 PM,finsummary_444818.pdf,13-Oct-2023,INR 0.01,619.0,sudhakar sabaro,13-Oct-2023 04:20 PM,AbstractRoad.pdf,Technical,All bidders are admitted for technical evaluation,sudhakar sabaro,14-Aug-2023 12:54 PM,,Finance,All bidders are admitted for financial evaluation,sudhakar sabaro,06-Oct-2023 12:28 PM,,Odisha State Civil Supplies Corp. Ltd.,2023_OSCSC_91001_3,No.10696/P-II/91/2023/PDS Dt.20.07.2023,Selection and appointment of transport contractors for inter-district transportation of Custom Milled Rice (CMR) from source district Jajpur to recipient district Kendrapara in the State of Odisha,Managing Director,Internal,,sudhakar sabaro,14-Aug-2023 01:10 PM,17-Aug-2023 11:00 AM,techsummary_444818.pdf,AOC
,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BoQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
