Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
10-Oct-2023,"INR 1,389,831.29",45.0,Garib Deep,10-Oct-2023 07:00 AM,technical.pdf (1340.00 KB),Finance,Technical Evaluation,Sarat Kumar Sahoo,09-Oct-2023 02:30 PM,finance_457868.pdf,BOQ Comparative Chart,ASHOK KUMAR MOHANTY,Internal,"GARIBA DEEP,RAJIB LOCHAN PODH,SARAT KUMAR SAHOO",Garib Deep,10-Oct-2023 06:59 AM,finsummary_457868.pdf (1340.08 KB),1,2249578,PALLY SHREE SAHOO,12-Sep-2023 01:47 PM,Rejected-Finance,by the tender committee,10-Oct-2023 06:59 AM,Municipal Bodies||Dharmagarh NAC,2023_ORULB_93685_8,DHM/06/2023-24,CONSTRUCTION OF PAVER ROAD FROM GHASHIRAM LAHAJAL HOUSE TO DILLIP PATRA HOUSE IN WARD NO 09,1.0,2245391.0,TOPHAN BAG,INR,"1,389,831.29",ASHOK KUMAR MOHANTY,Internal,"GARIBA DEEP,RAJIB LOCHAN PODH,SARAT KUMAR SAHOO",Garib Deep,10-Oct-2023 05:58 AM,techsummary_457868.pdf (1340.08 KB),AOC,Municipal Bodies||Dharmagarh NAC,DHM/06/2023-24,2023_ORULB_93685_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"13,898",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GST, REGISTRATION CERTIFICATE, AND OTHER DOCUMENT AS PER DTCN","EXECUTIVE OFFICER, DHARMAGARH NAC",DHARMAGARH NAC,CONSTRUCTION OF PAVER ROAD FROM GHASHIRAM LAHAJAL HOUSE TO DILLIP PATRA HOUSE IN WARD NO 09,CONSTRUCTION OF PAVER ROAD FROM GHASHIRAM LAHAJAL HOUSE TO DILLIP PATRA HOUSE IN WARD NO 09,Please refer Tender documents. ,NA ,"13,89,831",Civil Works - Roads,NA ,Tender,90.0,45.0,DHARMAGARH NAC,766015.0,NA ,NA ,NA ,DHARMAGARH NAC,No ,No,02-Sep-2023 01:00 PM,13-Sep-2023 10:00 AM,02-Sep-2023 01:00 PM,12-Sep-2023 05:00 PM,NA ,NA ,02-Sep-2023 01:00 PM,12-Sep-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,2,2245391,TOPHAN BAG,12-Sep-2023 12:06 PM,Accepted-AOC,by the tender committee,10-Oct-2023 07:00 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
