Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
"Kumari Jagyanseni Oram, Administrator, Brajrajnagar Municipality",Internal,"Junior Engineer, Junior Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality",Chandramani Swain,13-Oct-2023 04:12 PM,techsummary_460762.pdf (384.74 KB),1.0,2262752.0,PRAMOD KUMAR PATEL,INR,"1,651,321.56",Municipal Bodies||Brajrajnagar Municipality,2023_ORULB_94141_8,BRJNRM -03/2023-24,Approach Road to Khaparapada Bridge in W.No.8.,1,2262836,KAMAL LOCHAN BHOI,20-Sep-2023 04:14 PM,Rejected-AOC,Rejected,13-Oct-2023 04:20 PM,13-Oct-2023,"INR 1,950,000",60.0,Chandramani Swain,13-Oct-2023 04:19 PM,8.pdf (184.00 KB),Finance,ok,Chandramani Swain,25-Sep-2023 04:08 PM,finance_460762.pdf,BOQ Comparative Chart,"Kumari Jagyanseni Oram, Administrator, Brajrajnagar Municipality",Internal,"Junior Engineer, Junior Engineer, Municipal Engineer, Executive Officer, Chairperson, Brajrajnagar Municipality",Chandramani Swain,13-Oct-2023 04:16 PM,finsummary_460762.pdf (384.74 KB),AOC,"19,500",Yes,fixed,,Nil,Nil,13-Sep-2023 11:00 AM,25-Sep-2023 11:00 AM,13-Sep-2023 11:00 AM,22-Sep-2023 05:00 PM,NA ,NA ,13-Sep-2023 11:00 AM,22-Sep-2023 05:00 PM,Municipal Bodies||Brajrajnagar Municipality,BRJNRM -03/2023-24,2023_ORULB_94141_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"6,000",0.0,Nil,Nil,No,Approach Road to Khaparapada Bridge in W.No.8.,Road,Please refer Tender documents ,NA ,"19,50,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Brajrajnagar Municipal Area,768216.0,NA ,NA ,NA ,Brajrajnagar Municipality,No ,No,Executive Officer Brajrajnagar Municipality,Brajrajnagar Municipality At-Lamtibahal PO-Brajrajnagar Dist-Jharsuguda,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, PAN, GST, Affidavit and other documents as per the relevant clauses of this DTCN",AOC
,,,,,,,,,,,,,,,2,2262752,PRAMOD KUMAR PATEL,20-Sep-2023 03:36 PM,Accepted-AOC,Accepted,13-Oct-2023 04:20 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bills of Quantity,AOC
