Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Paradeep Municipality,EO/PDPM/W_01/2023-24,2023_ORULB_89244_49,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,588",Yes,percentage,1.0%,Nil,Nil,25-May-2023 05:00 PM,06-Jun-2023 11:00 AM,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,25-May-2023 05:00 PM ,03-Jun-2023 05:00 PM ,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,"4,000",0.0,Nil,Nil,No,Construction of road from Gayatri temple via Sanjukta Routray house to Balaram Parida res at Gayatrinagar in Ward No. 05,Construction of road from Gayatri temple via Sanjukta Routray house to Balaram Parida res at Gayatrinagar in Ward No. 05,Please refer Tender documents. ,NA ,"9,58,830",Civil Works - Others,NA ,Tender,90.0,60.0,Paradeep Municipality,754142.0,NA ,NA ,NA ,Paradeep Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender documents,1,ICICI BANK,"EO, Paradeep Municipality",Paradeep Municipality,AOC,Municipal Bodies||Paradeep Municipality,2023_ORULB_89244_49,EO/PDPM/W_01/2023-24,Construction of road from Gayatri temple via Sanjukta Routray house to Balaram Parida res at Gayatrinagar in Ward No. 05,BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lalitendu Nayak,11-Oct-2023 01:06 PM,finsummary_439066.pdf (336.07 KB),Finance,BIDS OF AMULYA KUMAR SAHOO AND SANJAYA MOHANTY HAVE BEEN ADMITTED.,Kahnu Charan Dhir,22-Jun-2023 11:36 AM,finance_439066.pdf,BOQ Comparative Chart,1.0,2153000.0,SANJAYA MOHANTY,INR,"1,165,400",1,2152933,AMULYA KUMAR SAHOO,03-Jun-2023 07:45 AM,Rejected-Finance,"Quoted rate in excess is higher than Sanjaya Mohanty, hence L2",11-Oct-2023 01:06 PM,11-Oct-2023,"INR 1,165,400",60.0,Lalitendu Nayak,11-Oct-2023 01:08 PM,58054.pdf (714.00 KB),Contract value is in excess three percent including GST,BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lalitendu Nayak,11-Oct-2023 01:03 PM,techsummary_439066.pdf (336.07 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2153000,SANJAYA MOHANTY,03-Jun-2023 10:19 AM,Accepted-AOC,Contract value is in excess three percent including GST,11-Oct-2023 01:09 PM,,,,,,,,,,,,,,AOC
