EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"2,810",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,31-Jul-2023 11:00 AM,16-Aug-2023 11:00 AM,31-Jul-2023 11:00 AM,14-Aug-2023 05:00 PM,NA ,NA ,31-Jul-2023 11:00 AM,14-Aug-2023 05:00 PM,1,ICICI BANK,Municipal Bodies||Balasore Municipality,BM_05_2023_24,2023_ORULB_91404_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"2,000",0.0,Nil,Nil,No,1.0,Modification,Date,,EXECUTIVE OFFICER,Balasore Municipality,Construction of CC road at Bhairab Mohapatra marga bye lane from Jaladhar Mahata house to Hemanta Mahata house in WARD NO_15 under Balasore Municipality,Construction of CC road at Bhairab Mohapatra marga bye lane from Jaladhar Mahata house to Hemanta Mahata house in WARD NO_15 under Balasore Municipality,Please refer Tender documents. ,NA ,"2,81,017",Civil Works - Others,NA ,Tender,90.0,60.0,BALASORE MUNICIPALITY,756003.0,NA ,NA ,NA ,BALASORE MUNICIPALITY,No ,No,AOC,EO ME CP,Internal,,Pranabananda Sahu,03-Oct-2023 05:32 PM,finsummary_445801.pdf (280.87 KB),Finance,The tender has been opened successfully,Kunal Motiram Chavan,16-Aug-2023 01:08 PM,,BOQ Comparative Chart,03-Oct-2023,"INR 331,600",60.0,Pranabananda Sahu,03-Oct-2023 05:34 PM,WO0502.pdf (365.00 KB),1,2201915,Mohammed Firoz Khan,14-Aug-2023 04:48 PM,Accepted-AOC,WO,03-Oct-2023 05:35 PM,Municipal Bodies||Balasore Municipality,2023_ORULB_91404_2,BM_05_2023_24,Construction of CC road at Bhairab Mohapatra marga bye lane from Jaladhar Mahata house to Hemanta Mahata house in WARD NO_15 under Balasore Municipality,1.0,2201915.0,Mohammed Firoz Khan,INR,"281,017.18",EO ME CP,Internal,,Pranabananda Sahu,29-Sep-2023 02:09 PM,techsummary_445801.pdf (280.87 KB),AOC
,,,,,,,,.xls,BOQ,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,2201964,SK SHAUDDIN,14-Aug-2023 04:45 PM,Rejected-Finance,L2,03-Oct-2023 05:32 PM,,,,,,,,,,,,,,,,AOC
