Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
21-Apr-2023 10:00 AM,01-May-2023 10:00 AM,21-Apr-2023 10:00 AM,30-Apr-2023 05:00 PM,NA ,NA ,21-Apr-2023 10:00 AM,30-Apr-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST Certificate,PAN,Affidavit,Cost of Tender Paper,EMD and other documents as per DTCN",1,ICICI BANK,600.0,0.0,Nil,Nil,No,Digging of Tube well near community Toilet and installation of pump set for water supply to toilet at Talbandh pada in Ward No.09,Digging of Tube well near community Toilet and installation of pump set for water supply to toilet at Talbandh pada in Ward No.09,Please refer Tender documents. ,NA ,"1,03,299",Civil Works - Others,NA ,Tender,90.0,60.0,ward no 9,766014.0,NA ,NA ,NA ,O/o-NAC Junagarh,No ,No,EXECUTIVE OFFICER NAC Junagarh,Executive Officer NAC Junagarh,Municipal Bodies||Junagarh NAC,JUNAGARH/NAC/04/2022-23,2023_ORULB_88192_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,033",Yes,percentage,1.0%,Nil,Nil,AOC,CHAIR PERSON NAC JUNAGARH,Internal,,Bira Singh Biroli,24-Sep-2023 06:45 PM,techsummary_435132.pdf (448.65 KB),1.0,2126917.0,KISHORE KUMAR AGRAWAL,INR,"103,298.96",Municipal Bodies||Junagarh NAC,2023_ORULB_88192_3,JUNAGARH/NAC/04/2022-23,Digging of Tube well near community Toilet and installation of pump set for water supply to toilet at Talbandh pada in Ward No.09,1,2126917,KISHORE KUMAR AGRAWAL,30-Apr-2023 02:00 PM,Accepted-AOC,As per the tender committee.,09-Oct-2023 09:30 PM,As per the tender committee.,Internal,,Bira Singh Biroli,24-Sep-2023 10:20 PM,finsummary_435132.pdf (448.65 KB),Finance,OK,Bira Singh Biroli,24-Sep-2023 06:31 PM,,BOQ Comparative Chart,25-Sep-2023,"INR 103,298.96",60.0,Premlal Hial,09-Oct-2023 09:29 PM,TENDER.pdf (448.00 KB),AOC
,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2126954,MAHESH KUMAR INDORIA,30-Apr-2023 01:58 PM,Rejected-Finance,As per the tender committee.,24-Sep-2023 10:20 PM,,,,,,,,,,,,,,,,,,,AOC
