Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Dharmagarh NAC,DHM/06/2023-24,2023_ORULB_93685_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EXECUTIVE OFFICER, DHARMAGARH NAC",DHARMAGARH NAC,CONSTRUCTION OF PAVER ROAD FROM SRIDHARA LAHAJAL HOUSE TO NH 130 VIA CULVERT IN WARD NO 09,CONSTRUCTION OF PAVER ROAD FROM SRIDHARA LAHAJAL HOUSE TO NH 130 VIA CULVERT IN WARD NO 09,Please refer Tender documents. ,NA ,"19,61,017",Civil Works - Roads,NA ,Tender,90.0,45.0,DHARMAGARH NAC,766015.0,NA ,NA ,NA ,DHARMAGARH NAC,No ,No,"6,000",0.0,Nil,Nil,No,02-Sep-2023 01:00 PM,13-Sep-2023 10:00 AM,02-Sep-2023 01:00 PM,12-Sep-2023 05:00 PM,NA ,NA ,02-Sep-2023 01:00 PM,12-Sep-2023 05:00 PM,"19,610",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GST, REGISTRATION CERTIFICATE, AND OTHER DOCUMENT AS PER DTCN",1,ICICI BANK,AOC,10-Oct-2023,"INR 1,961,017.8",45.0,Garib Deep,10-Oct-2023 07:04 AM,technical.pdf (1340.00 KB),ASHOK KUMAR MOHANTY,Internal,"GARIBA DEEP,RAJIB LOCHAN PODH,SARAT KUMAR SAHOO",Garib Deep,10-Oct-2023 07:03 AM,finsummary_457872.pdf (1340.08 KB),Finance,Technical Evaluation,Sarat Kumar Sahoo,09-Oct-2023 02:32 PM,finance_457872.pdf,BOQ Comparative Chart,1,2249565,PALLY SHREE SAHOO,12-Sep-2023 01:41 PM,Rejected-AOC,by the tender commiittee,10-Oct-2023 07:05 AM,1.0,2245395.0,TOPHAN BAG,INR,"1,961,017.8",Municipal Bodies||Dharmagarh NAC,2023_ORULB_93685_9,DHM/06/2023-24,CONSTRUCTION OF PAVER ROAD FROM SRIDHARA LAHAJAL HOUSE TO NH 130 VIA CULVERT IN WARD NO 09,ASHOK KUMAR MOHANTY,Internal,"GARIBA DEEP,RAJIB LOCHAN PODH,SARAT KUMAR SAHOO",Garib Deep,10-Oct-2023 06:02 AM,techsummary_457872.pdf (1340.08 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,2,2245395,TOPHAN BAG,12-Sep-2023 11:57 AM,Accepted-AOC,by the tender committee,10-Oct-2023 07:05 AM,,,,,,,,,,,,,,,,AOC
