Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of Paver Block road from main road to Guruji Behera house at Sandhapur in Ward No. 3.,Construction of Paver Block road from main road to Guruji Behera house at Sandhapur in Ward No. 3.,Please refer Tender documents. ,NA ,"6,60,700",Civil Works - Others,NA ,Tender,90.0,60.0,CMC,753012.0,NA ,NA ,NA ,"At Bikash Bhawan, Jagannathlane",No ,No,"Executive Engineer,Div-I","At Bikash Bhawan, Jagannathlane Badambadi, Dist Cuttack, Pin-753012",28-Jun-2023 03:00 PM,12-Jul-2023 11:00 AM,28-Jun-2023 03:00 PM,07-Jul-2023 05:00 PM,28-Jun-2023 03:00 PM ,07-Jul-2023 05:00 PM ,28-Jun-2023 03:00 PM,07-Jul-2023 05:00 PM,1,ICICI BANK,"4,720",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST AND EMD ONLINE,VAT, PAN, EPF REGISTRATION AND GST-IN CERTIFICATE OTHER DOCUMENTS","6,600",Yes,fixed,,Nil,Nil,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I_No8/2023-24,2023_ORULB_90046_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_90046_5,MC(CMC)CTC_Div-I_No8/2023-24,Construction of Paver Block road from main road to Guruji Behera house at Sandhapur in Ward No. 3.,1.0,2173676.0,RANJAN KUMAR BEHERA (S.C),INR,"611,063",Executive Engineer,Internal,Asst. Executive Engineer,Nanda Kishor Pal,19-Oct-2023 06:25 PM,techsummary_442125.pdf (141.57 KB),Executive Engineer,Internal,Asst. Executive Engineer,Nanda Kishor Pal,19-Oct-2023 06:31 PM,finsummary_442125.pdf (401.68 KB),Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified,Nanda Kishor Pal,13-Jul-2023 01:31 PM,finance_442125.pdf,BOQ Comparative Chart,19-Oct-2023,"INR 611,063",60.0,Nanda Kishor Pal,19-Oct-2023 06:32 PM,1789.pdf (142.00 KB),Work Order,1,2173780,Ganesh Chandra Swain,07-Jul-2023 02:13 PM,Rejected-AOC,Rejected,19-Oct-2023 06:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2173676,RANJAN KUMAR BEHERA (S.C),07-Jul-2023 12:32 PM,Accepted-AOC,Accepted,19-Oct-2023 06:33 PM,AOC
