Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Keonjhar,742.0,2023_OSCSC_88061_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Point,Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Points of Telkoi Block,Please refer Tender documents. ,NA ,,Handling and Transportation,NA ,Tender,45.0,730.0,Keonjhar,758001.0,"Office of the CCSO-cum-DM, OSCSC Ltd., Keonjhar ","Office of the CCSO-cum-DM, OSCSC Ltd., Keonjhar ",20-Apr-2023 10:00 AM ,"Office of the ADM (Gen.), Keonjhar",No ,No,18-Apr-2023 02:15 PM,02-May-2023 10:00 AM,18-Apr-2023 02:15 PM,01-May-2023 05:00 PM,18-Apr-2023 02:15 PM ,20-Apr-2023 09:00 AM ,18-Apr-2023 02:15 PM,01-May-2023 05:00 PM,29-May-2023 11:00 AM,"CCSO-cum-DM, OSCSC Ltd., Keonjhar","Office of the CCSO-cum-DM, OSCSC Ltd., Keonjhar","5,900",0.0,Nil,Nil,No,1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Point,"4,03,806",No,fixed,,Nil,Nil,AOC,1.0,2126437.0,M/S BIJAN KUMAR SAHOO,INR,63.36,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Keonjhar,2023_OSCSC_88061_1,742.0,Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Point,Collector Keonjhar,Internal,DLO DSWO RTO CCSO,Basanta Kumar Panda,23-May-2023 02:08 PM,29-May-2023 11:00 AM,techsummary_434751.pdf (271.95 KB),05-Oct-2023,"INR 8,076,119",730.0,Basanta Kumar Panda,18-Oct-2023 12:55 PM,AOCLII.pdf (478.00 KB),Collector,Internal,,Basanta Kumar Panda,05-Oct-2023 12:39 PM,finsummary_434751.pdf (164.22 KB),Technical,Both the Bids have been Admitted,Basanta Kumar Panda,23-May-2023 02:05 PM,technical_434751.pdf,1,2126437,M/S BIJAN KUMAR SAHOO,29-Apr-2023 02:09 PM,Accepted-AOC,Awarded with AOC,18-Oct-2023 12:56 PM,Finance,Proceedings,Basanta Kumar Panda,04-Oct-2023 01:43 PM,finance_434751.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,2,Finance,.xls,Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Point,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2126575,M/S SOURENDRA SAHOO,29-Apr-2023 02:14 PM,Rejected-Finance,Rejected,05-Oct-2023 12:39 PM,,,,,,,AOC
