EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"16,864",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender documents,"EO, Paradeep Municipality",Paradeep Municipality,Contraction of CC road from Sauchalaya towards New Jagannath colony phase I in Ward No. 03,Contraction of CC road from Sauchalaya towards New Jagannath colony phase I in Ward No. 03,Please refer Tender documents. ,NA ,"16,86,358",Civil Works - Others,NA ,Tender,90.0,60.0,Paradeep Municipality,754142.0,NA ,NA ,NA ,Paradeep Municipality,No ,No,"6,000",0.0,Nil,Nil,No,25-May-2023 05:00 PM,06-Jun-2023 11:00 AM,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,25-May-2023 05:00 PM ,03-Jun-2023 05:00 PM ,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,1,ICICI BANK,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_01/2023-24,2023_ORULB_89244_33,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,11-Oct-2023,"INR 2,079,400",60.0,Lalitendu Nayak,11-Oct-2023 11:42 AM,58042.pdf (732.00 KB),Contract value in excess four percent with GST included,1,2153267,DEEPAK BEHERA,03-Jun-2023 12:52 PM,Rejected-Finance,"Quoted rate in excess is higher than Dillip Kumar Rout, hence L2",11-Oct-2023 11:35 AM,BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lalitendu Nayak,11-Oct-2023 11:26 AM,techsummary_439045.pdf (336.07 KB),BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lalitendu Nayak,11-Oct-2023 11:35 AM,finsummary_439045.pdf (336.07 KB),Municipal Bodies||Paradeep Municipality,2023_ORULB_89244_33,EO/PDPM/W_01/2023-24,Contraction of CC road from Sauchalaya towards New Jagannath colony phase I in Ward No. 03,1.0,2153326.0,DILLIP KUMAR ROUT,INR,"2,079,400",Finance,BIDS OF DEEPAK BEHERA AND DILLIP KUMAR ROUT HAVE BEEN ADMITTED.,Kahnu Charan Dhir,22-Jun-2023 09:54 AM,finance_439045.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,2,2153326,DILLIP KUMAR ROUT,03-Jun-2023 01:25 PM,Accepted-AOC,Quoted rate in excess four percent including GST,11-Oct-2023 11:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
