Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Municipal Bodies||Rayagada Municipality,RGDA-MUN-02/2023-24,2023_ORULB_89292_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"Executive Officer, Rayagada Municipality","Executive Officer, Rayagada Municipality",1.0,Fee/PreQual/Technical/Finance,.pdf,"CDMS License,BDC,PAN,GSTIN,Paper Cost,EMD,Caste Certificate,Affidavit,Bank A/C as per DTCN",Improvement of BM and SDBC road at Rohit Colony in W.No-21,Improvement of BM and SDBC road at Rohit Colony in W.No-21,Please refer Tender documents. ,NA ,"16,93,814",Civil Works - Roads,NA ,Tender,90.0,30.0,Rayagada,765001.0,NA ,NA ,NA ,Rayagada Municipality,No ,No,29-May-2023 11:30 AM,27-Jun-2023 11:30 AM,29-May-2023 11:30 AM,22-Jun-2023 05:30 PM,29-May-2023 11:30 AM ,21-Jun-2023 05:30 PM ,29-May-2023 11:30 AM,22-Jun-2023 05:30 PM,"16,938",Yes,fixed,,Nil,Nil,AOC,Municipal Bodies||Rayagada Municipality,2023_ORULB_89292_23,RGDA-MUN-02/2023-24,Improvement of BM and SDBC road at Rohit Colony in W.No-21,"Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,07-Oct-2023 04:34 PM,finsummary_439253.pdf (47.99 KB),Finance,All Bids Opened,BIKRAMADITYA MOHAPATRA,26-Jul-2023 04:41 PM,finance_439253.pdf,BOQ Comparative Chart,1.0,2162389.0,Mohan Behera,INR,"1,439,920",1,2164153,ABHIMANYU NAIK,22-Jun-2023 01:05 PM,Rejected-Finance,Not qualified in the lottery system,07-Oct-2023 04:34 PM,07-Oct-2023,"INR 1,439,920",30.0,Bulu Sethy,07-Oct-2023 04:35 PM,Doc.pdf (2131.00 KB),"Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,07-Oct-2023 04:30 PM,techsummary_439253.pdf (47.99 KB),AOC
,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2164075,DAMBARUDHAR MAJHI,20-Jun-2023 12:12 PM,Rejected-Finance,Not qualified in the lottery system,07-Oct-2023 04:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2164986,JULLY BEHERA,22-Jun-2023 02:11 PM,Rejected-Finance,Not qualified in the lottery system,07-Oct-2023 04:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2164418,JYOSTNA RANI SAHANI,20-Jun-2023 05:25 PM,Rejected-Finance,Not qualified in the lottery system,07-Oct-2023 04:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2165874,KARNI SAPNA,22-Jun-2023 01:34 PM,Rejected-Finance,Not qualified in the lottery system,07-Oct-2023 04:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2162389,Mohan Behera,17-Jun-2023 06:35 PM,Accepted-AOC,Awarded,07-Oct-2023 04:35 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2163930,NANDA KISHOR PRASAD CHOURASIA,22-Jun-2023 12:46 PM,Rejected-Finance,Not qualified in the lottery system,07-Oct-2023 04:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2166037,PITTALA YAMUNA,22-Jun-2023 03:20 PM,Rejected-Finance,Not qualified in the lottery system,07-Oct-2023 04:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2161701,RAJANI KANTA BEHERA,21-Jun-2023 09:36 AM,Rejected-Finance,Not qualified in the lottery system,07-Oct-2023 04:34 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2163141,RASMITA SAHUKAR,19-Jun-2023 10:41 AM,Rejected-Finance,Not qualified in the lottery system,07-Oct-2023 04:34 PM,,,,,,,,,,,,,AOC
