Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Tender documents,"14,241",Yes,percentage,1.0%,Nil,Nil,25-May-2023 05:00 PM,06-Jun-2023 11:00 AM,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,25-May-2023 05:00 PM ,03-Jun-2023 05:00 PM ,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,1,ICICI BANK,Construction of RCC drain and laying of paver block from i) from Bhaji hotel to Niranjan Beherahouse ii)Subash Nayak to Tukuna Hati iv) Kukan Das to Chameswar lathe work v) Nrusingh Nayak to Kali mandir and its bye lane in Ward No. 2,Construction of RCC drain and laying of paver block from i) from Bhaji hotel to Niranjan Beherahouse ii)Subash Nayak to Tukuna Hati iv) Kukan Das to Chameswar lathe work v) Nrusingh Nayak to Kali mandir and its bye lane in Ward No. 2,Please refer Tender documents. ,NA ,"14,24,082",Civil Works - Others,NA ,Tender,90.0,60.0,Paradeep Municipality,754142.0,NA ,NA ,NA ,Paradeep Municipality,No ,No,"6,000",0.0,Nil,Nil,No,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_01/2023-24,2023_ORULB_89244_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EO, Paradeep Municipality",Paradeep Municipality,AOC,1,2153186,Nityananda Behera,03-Jun-2023 12:18 PM,Accepted-AOC,Contract value in excess four percent with GST,10-Oct-2023 01:20 PM,10-Oct-2023,"INR 1,756,000",60.0,Lalitendu Nayak,10-Oct-2023 01:20 PM,58029.pdf (737.00 KB),Contract value in excess four percent with GST,BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lalitendu Nayak,10-Oct-2023 01:12 PM,techsummary_439017.pdf (336.07 KB),Municipal Bodies||Paradeep Municipality,2023_ORULB_89244_23,EO/PDPM/W_01/2023-24,Construction of RCC drain and laying of paver block from i) from Bhaji hotel to Niranjan Beherahouse ii)Subash Nayak to Tukuna Hati iv) Kukan Das to Chameswar lathe work v) Nrusingh Nayak to Kali mandir and its bye lane in Ward No. 2,BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lalitendu Nayak,10-Oct-2023 01:18 PM,finsummary_439017.pdf (336.07 KB),Finance,BIDS OF PRASANT KUMAR BARIK AND NITYANANDA BEHERA HAVE BEEN ADMITTED.,Kahnu Charan Dhir,13-Jun-2023 06:01 PM,finance_439017.pdf,BOQ Comparative Chart,1.0,2153186.0,Nityananda Behera,INR,"1,756,000",AOC
,,.xls,BoQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2153061,PRASANT KUMAR BARIK,03-Jun-2023 10:58 AM,Rejected-Finance,"Quoted rate in excess higher than Nityananda Behera, hence L2",10-Oct-2023 01:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
