EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"1,696",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Kuchinda NAC,KCDA/NAC-3/2023-24,2023_ORULB_92400_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,600.0,0.0,Nil,Nil,No,EO NAC Kuchinda,Office of the EO NAC Kuchinda,Construction of CC road from Chilu Kau house to Meti Bagh house in Ward No-11,Construction of CC road from Chilu Kau house to Meti Bagh house in Ward No-11,As per DTCN ,NA ,"1,69,620",Civil Works - Others,NA ,Tender,90.0,NA ,Ward No-11,768222.0,NA ,NA ,NA ,Office of the EO NAC Kuchinda,No ,No,14-Aug-2023 03:00 PM,28-Aug-2023 11:00 AM,14-Aug-2023 03:00 PM,25-Aug-2023 05:30 PM,14-Aug-2023 03:00 PM ,25-Aug-2023 05:00 PM ,14-Aug-2023 03:00 PM,25-Aug-2023 05:30 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,AOC,1,2216855,ANANTA NARAYAN BEHERA,24-Aug-2023 06:08 PM,Rejected-AOC,Unsuccessful in lottery winnings,31-Oct-2023 03:27 PM,Pradyut Kumar Mohanty,Internal,"Gourav Pradhan,P Sawanya,Barun Kumar Sa",KSHETRASING MAJHI,15-Oct-2023 06:14 PM,finsummary_448406.pdf (651.15 KB),Finance,10 no of bids admitted,KSHETRASING MAJHI,12-Sep-2023 12:53 PM,finance_448406.pdf,BOQ Comparative Chart,31-Oct-2023,"INR 144,193.78",30.0,KSHETRASING MAJHI,31-Oct-2023 03:26 PM,1203.pdf (668.00 KB),Work Order,Pradyut Kumar Mohanty,Internal,"Gourav Pradhan,P Sawanya,Barun Kumar Sa",KSHETRASING MAJHI,15-Oct-2023 05:41 PM,techsummary_448406.pdf (634.38 KB),Municipal Bodies||Kuchinda NAC,2023_ORULB_92400_9,KCDA/NAC-3/2023-24,Construction of CC road from Chilu Kau house to Meti Bagh house in Ward No-11,1.0,2207666.0,GOBINDA SAHOO,INR,"144,193.78",AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,2,2213086,ATISH KUMAR AGARWAL,25-Aug-2023 09:48 AM,Rejected-AOC,Unsuccessful in lottery winnings,31-Oct-2023 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2212841,BISHAL AGRAWAL,24-Aug-2023 09:27 PM,Rejected-AOC,Unsuccessful in lottery winnings,31-Oct-2023 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2207666,GOBINDA SAHOO,20-Aug-2023 02:04 AM,Accepted-AOC,successful in lottery winnings,31-Oct-2023 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2217611,GOURANGA SAHU,25-Aug-2023 02:04 PM,Rejected-AOC,Unsuccessful in lottery winnings,31-Oct-2023 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2215164,SAGAR CHANDRA BEHERA,25-Aug-2023 07:52 AM,Rejected-AOC,Unsuccessful in lottery winnings,31-Oct-2023 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2217082,SAMEER AGRAWAL,25-Aug-2023 12:47 PM,Rejected-AOC,Unsuccessful in lottery winnings,31-Oct-2023 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2212960,SANJAYA KUMAR DAS,25-Aug-2023 07:30 AM,Rejected-AOC,Unsuccessful in lottery winnings,31-Oct-2023 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2206043,SUBHANSU KUMAR PATTNAIK,21-Aug-2023 11:07 PM,Rejected-AOC,Unsuccessful in lottery winnings,31-Oct-2023 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2215303,Sushanta Kumar Dwibedy,24-Aug-2023 03:10 PM,Rejected-AOC,Unsuccessful in lottery winnings,31-Oct-2023 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
