Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Pradyut Kumar Mohanty,Internal,"Gourav Pradhan,P Sawanya,Barun Kumar Sa",KSHETRASING MAJHI,15-Oct-2023 05:32 PM,techsummary_448428.pdf (634.38 KB),31-Oct-2023,"INR 144,167.63",30.0,KSHETRASING MAJHI,31-Oct-2023 12:55 PM,1221.pdf (659.00 KB),Work Order,1,2216896,ANANTA NARAYAN BEHERA,24-Aug-2023 07:01 PM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,1.0,2215245.0,BISHAL AGRAWAL,INR,"144,167.63",Finance,Admitted,Barun Kumar Sa,27-Sep-2023 12:23 PM,finance_448428.pdf,BOQ Comparative Chart,Pradyut Kumar Mohanty,Internal,"Gourav Pradhan,P Sawanya,Barun Kumar Sa",KSHETRASING MAJHI,15-Oct-2023 06:36 PM,finsummary_448428.pdf (651.15 KB),Municipal Bodies||Kuchinda NAC,2023_ORULB_92400_18,KCDA/NAC-3/2023-24,Construction of CC road from Upendra chil house to Surendra chil house in Ward No-11,AOC,14-Aug-2023 03:00 PM,28-Aug-2023 11:00 AM,14-Aug-2023 03:00 PM,25-Aug-2023 05:30 PM,14-Aug-2023 03:00 PM ,25-Aug-2023 05:00 PM ,14-Aug-2023 03:00 PM,25-Aug-2023 05:30 PM,Municipal Bodies||Kuchinda NAC,KCDA/NAC-3/2023-24,2023_ORULB_92400_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,600.0,0.0,Nil,Nil,No,1.0,ICICI BANK,Construction of CC road from Upendra chil house to Surendra chil house in Ward No-11,Construction of CC road from Upendra chil house to Surendra chil house in Ward No-11,As per DTCN ,NA ,"1,69,589",Civil Works - Others,NA ,Tender,90.0,30.0,Ward No-11,768222.0,NA ,NA ,NA ,Office of the EO NAC Kuchinda,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"1,696",Yes,percentage,1.0%,Nil,Nil,EO NAC Kuchinda,Office of the NAC Kuchinda,AOC
,,,,,,,,,,,,,2,2213099,ATISH KUMAR AGARWAL,25-Aug-2023 09:58 AM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,,3,2215245,BISHAL AGRAWAL,24-Aug-2023 10:02 PM,Accepted-AOC,successful in lottery,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2207680,GOBINDA SAHOO,20-Aug-2023 02:55 AM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2217754,GOURANGA SAHU,25-Aug-2023 03:15 PM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2210680,ROHIT AGRAWAL,22-Aug-2023 03:13 AM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2215173,SAGAR CHANDRA BEHERA,25-Aug-2023 07:58 AM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2217089,SAMEER AGRAWAL,25-Aug-2023 01:03 PM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2212972,SANJAYA KUMAR DAS,25-Aug-2023 07:39 AM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2206057,SUBHANSU KUMAR PATTNAIK,23-Aug-2023 08:51 PM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,2215333,Sushanta Kumar Dwibedy,24-Aug-2023 03:27 PM,Rejected-AOC,successful in lottery winnings,31-Oct-2023 12:57 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
