Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"EXECUTIVE OFFICER,KHORDHA MUNICIPALITY","EXECUTIVE OFFICER,KHORDHA MUNICIPALITY","2,000",0.0,Nil,Nil,No,Construction of road drain from Purna Chandra sarangi towards Rama Chandra Dora in Ward No 06 Khordha Municipality,Construction of road drain from Purna Chandra sarangi towards Rama Chandra Dora in Ward No 06 Khordha Municipality,Please refer Tender documents. ,NA ,"4,23,753",Civil Works - Others,NA ,Tender,120.0,30.0,KHORDHA MUNICIPALITY,752055.0,NA ,NA ,NA ,KHORDHA MUNICIPALITY OFFICE,No ,No,"4,238",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration certificate,GST,PAN and other documents as per DTCN",Municipal Bodies||Khordha Municipality,KMPLTY/ 05/2023-24,2023_ORULB_91129_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,26-Jul-2023 11:00 AM,09-Aug-2023 11:00 AM,26-Jul-2023 11:00 AM,08-Aug-2023 05:00 PM,NA ,NA ,26-Jul-2023 11:00 AM,08-Aug-2023 05:00 PM,AOC,1,2196981,SANDIP KUMAR BARMAN,08-Aug-2023 11:40 AM,Rejected-Finance,DUE TO L2,06-Oct-2023 05:17 PM,KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,06-Oct-2023 05:17 PM,finsummary_445061.pdf (375.98 KB),Finance,ok,Nihar Ranjan Sahu,09-Aug-2023 12:28 PM,finance_445061.pdf,BOQ Comparative Chart,06-Oct-2023,"INR 423,753",30.0,Rizwana Kawkab,06-Oct-2023 05:22 PM,IMG_20231006_0013.pdf (562.00 KB),KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,06-Oct-2023 05:08 PM,techsummary_445061.pdf (375.98 KB),Municipal Bodies||Khordha Municipality,2023_ORULB_91129_7,KMPLTY/ 05/2023-24,Construction of road drain from Purna Chandra sarangi towards Rama Chandra Dora in Ward No 06 Khordha Municipality,1.0,2197031.0,SATYA PRAKASH SAHOO,INR,"423,753",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,AOC,2,2197031,SATYA PRAKASH SAHOO,08-Aug-2023 11:58 AM,Accepted-AOC,DUE TO L1,06-Oct-2023 05:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
