S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"10,000",Yes,fixed,,Nil,Nil,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No1/2023-24,2023_ORULB_87420_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,720",0.0,Nil,Nil,No,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012",1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",Construction of RCC drian with cover slab from Plot No.1058 Gokulananda Samal res to Plot No.869 Yadav Niwas located at Sector.2 at Mahanadibihar in Ward No.47.,Construction of RCC drian with cover slab from Plot No.1058 Gokulananda Samal res to Plot No.869 Yadav Niwas located at Sector.2 at Mahanadibihar in Ward No.47.,Please refer Tender documents. ,NA ,"9,90,722",Civil Works - Others,NA ,Tender,90.0,120.0,CMC area,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,10-Apr-2023 11:00 AM,24-Apr-2023 10:00 AM,10-Apr-2023 11:00 AM,19-Apr-2023 05:30 PM,10-Apr-2023 11:00 AM ,19-Apr-2023 05:30 PM ,10-Apr-2023 11:00 AM,19-Apr-2023 05:30 PM,AOC,Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_87420_10,MC(CMC)CTC_Div-II_No1/2023-24,Construction of RCC drian with cover slab from Plot No.1058 Gokulananda Samal res to Plot No.869 Yadav Niwas located at Sector.2 at Mahanadibihar in Ward No.47.,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,04-Oct-2023 04:22 PM,finsummary_433511.pdf (72.66 KB),Finance,Four bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Dibya Ranjan Tripathy,24-Apr-2023 12:37 PM,finance_433511.pdf,BOQ Comparative Chart,1.0,2116759.0,CHITTA RANJAN SAHOO,INR,"842,213",17-Oct-2023,"INR 842,213",120.0,Dibya Ranjan Tripathy,17-Oct-2023 05:02 PM,chita.pdf (74.00 KB),W.O.,1,2116759,CHITTA RANJAN SAHOO,19-Apr-2023 01:11 PM,Accepted-AOC,Accepted,17-Oct-2023 05:03 PM,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,04-Oct-2023 04:19 PM,techsummary_433511.pdf (72.66 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2116643,DEEPAK RANJEET NAYAK,19-Apr-2023 12:01 PM,Rejected-AOC,Rejected,17-Oct-2023 05:03 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2116540,HRUSHIKESH SAHOO,19-Apr-2023 12:21 PM,Rejected-AOC,Rejected,17-Oct-2023 05:03 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2116532,SUBRAT KUMAR NAYAK,19-Apr-2023 09:53 AM,Rejected-AOC,Rejected,17-Oct-2023 05:03 PM,,,,,,,AOC
