S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2235386.0,KISHOR KUMAR BISWAL,05-Sep-2023 11:58 AM,Rejected-Finance,Quoted 1.12 excess as per tender amount,25-Sep-2023 04:24 PM,Technical,3 Nos. bidder has participated,Bimalendu Ray,07-Sep-2023 11:41 AM,,Finance,3 Nos. bidder has participated,Bimalendu Ray,13-Sep-2023 11:36 AM,,BOQ Comparative Chart,26-Sep-2023,"INR 11,426,611.96",90.0,Uditkumar Babu,17-Oct-2023 12:05 PM,PGCICOVERSHED.pdf (529.00 KB),Work order has been issued,"Collector, Subarnapur-cum-Chairman RMC, Dunguripali",Internal,"BDO, Dunguripali, Asst. Exe. Engineer, Junior Engineer, Secretary, Senior Clerk, RMC, Dunguripali",Uditkumar Babu,25-Sep-2023 04:24 PM,finsummary_451077.pdf (510.36 KB),"Collector, Subarnapur-cum-Chairman RMC, Dunguripali",Internal,"Block Development Officer, Dunguripali, Asst. Executive Engineer Dunguripali Block, Secretary RMC,Dunguripali, Junior Engineer Dunguripali Block, Junior Engineer, OSAM Board, BBSR, Accountant RMC",Uditkumar Babu,08-Sep-2023 10:15 AM,13-Sep-2023 11:00 AM,techsummary_451077.pdf (463.21 KB),1.0,2235333.0,SATYABATI BISWAL,INR,"11,425,469.3",Odisha State Agricultural Marketing Board||RMC Dunguripalli,2023_OSAMB_92852_1,Bid Identification 01/2022-23 TCN-514/19.08.23,Construction of PGCI Cover Shed and Pindi at different PPCs and Instrastructure Development at MMY and Sub Market Yard under RMC Dunguripali,AOC,"1,14,266",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Lincese, Affidavit, GST",1.0,ICICI BANK,Construction of PGCI Cover Shed and Pindi at different PPCs and Instrastructure Development at MMY and Sub Market Yard under RMC Dunguripali,"Civil Work and Tross, Purlin",Please refer Tender documents. ,NA ,"1,14,26,612",Civil Works - Others,NA ,Tender,90.0,90.0,Dunguripali,767023.0,NA ,NA ,NA ,"RMC, Dunguripali",No ,No,22-Aug-2023 10:00 AM,07-Sep-2023 11:00 AM,22-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,22-Aug-2023 10:00 AM ,02-Sep-2023 05:00 PM ,22-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,13-Sep-2023 11:00 AM,Odisha State Agricultural Marketing Board||RMC Dunguripalli,Bid Identification 01/2022-23 TCN-514/19.08.23,2023_OSAMB_92852_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Chairman, RMC, Dunguripali","At/Po- RMC, Dunguripali, Dist- Subarnapur- 767023","10,000",Nil,Nil,No,AOC
2.0,2236028.0,MISHRA INFRA PROJECTS,05-Sep-2023 07:07 AM,Rejected-Finance,Quoted 2.57 excess as per tender amount,25-Sep-2023 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,"Machineries, Tools and Plants, Experience",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,2235333.0,SATYABATI BISWAL,05-Sep-2023 11:16 AM,Accepted-AOC,L1,17-Oct-2023 12:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,Financial BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
