Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Municipal Bodies||Angul Municipality,EO/AGLM-08/2023-24,2023_ORULB_90940_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD through online, RC, GST, PAN, Affidavit and other document as per DTCN","Construction of boundary wall, laying of paver block completion of balance drain at Animal Birth control (ABC) in ward No.13","Construction of boundary wall, laying of paver block completion of balance drain at Animal Birth control (ABC) in ward No.13",Please refer Tender documents. ,NA ,"11,22,513",Civil Works - Others,NA ,Tender,90.0,60.0,Angul,759122.0,NA ,NA ,NA ,"O/O Executive Officer, Angul Municipality",No ,No,Executive Officer,"O/O Executive Officer, Angul Municipality",24-Jul-2023 10:00 AM,03-Aug-2023 11:00 AM,24-Jul-2023 10:00 AM,02-Aug-2023 05:00 PM,NA ,NA ,24-Jul-2023 10:00 AM,02-Aug-2023 05:00 PM,"11,230",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,1,2186176,BANAJA MAHARANA (SC),25-Jul-2023 09:44 PM,Accepted-AOC,Lottery winner,18-Oct-2023 01:36 PM,"Akshya Kumar Samant, Chairperson",Internal,"Sri Girija Sankar Mallick, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,17-Oct-2023 05:09 PM,finsummary_444936.pdf (140.85 KB),Finance,Out of 5 nos bidders one Sri Gouri Shankar Sethi is rejected due to non submission of affidavit of the said work. The rest 4 nos bidders are accepted,Girija Sankar Mallik,05-Aug-2023 06:13 PM,,BOQ Comparative Chart,18-Oct-2023,"INR 954,248",60.0,Ghanashyam Tripathy,18-Oct-2023 01:35 PM,AOC.pdf (889.00 KB),Date of agreement 28.08.2023 Date of completion 27.10.2023,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Sri Girija Sankar Mallick, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,16-Oct-2023 12:53 PM,techsummary_444936.pdf (343.16 KB),1.0,2186176.0,BANAJA MAHARANA (SC),INR,"957,248",Municipal Bodies||Angul Municipality,2023_ORULB_90940_9,EO/AGLM-08/2023-24,"Construction of boundary wall, laying of paver block completion of balance drain at Animal Birth control (ABC) in ward No.13",AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2189036,Gouri Shankar sethi,29-Jul-2023 01:18 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Affidavit not submitted for the said work,05-Aug-2023 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2193077,OMM CONSTRUCTION PROP AMAR NAIK (SC),02-Aug-2023 03:16 PM,Rejected-AOC,Lottery looser,18-Oct-2023 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2190390,RITIK KUMAR BEHERA,02-Aug-2023 01:19 PM,Rejected-AOC,Lottery looser,18-Oct-2023 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2193120,SHIBANI SANKAR GOUDA,02-Aug-2023 04:10 PM,Rejected-AOC,Lottery looser,18-Oct-2023 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
