Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Executive Officer Vyasanagar Municipality,vyasanagar municipality,1.0,ICICI BANK,Construction of paver road from Amit Kumar Laha House towards Gyana Ranjan Babu house in ward No16,Construction of paver road from Amit Kumar Laha House towards Gyana Ranjan Babu house in ward No16,Please refer Tender documents. ,NA ,"5,48,107",Civil Works - Roads,NA ,Tender,60.0,60.0,vyasanagar municipality,755019.0,NA ,NA ,NA ,executive office chamber vyasanagar municipality,No ,No,"4,000",Yes,fixed,,Nil,Nil,11-Aug-2023 10:00 AM,25-Aug-2023 11:00 AM,11-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,NA ,NA ,11-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Vyasanagar Municipality,1/VNM/2023-24/8.8.23,2023_ORULB_92081_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,485",0.0,Nil,Nil,No,AOC,1.0,2210783.0,M/s SANTOSH KUMAR RATH,22-Aug-2023 09:28 AM,Rejected-Finance,due to L2,06-Oct-2023 12:32 PM,EO,Internal,je me,Jheda Parween,06-Oct-2023 12:32 PM,finsummary_447168.pdf (406.90 KB),Finance,OK,Jheda Parween,06-Oct-2023 12:27 PM,,BOQ Comparative Chart,06-Oct-2023,"INR 548,107.364",45.0,Jheda Parween,06-Oct-2023 12:36 PM,3107.pdf (105.00 KB),due to L1,EO,Internal,JE ME,Jheda Parween,06-Oct-2023 12:30 PM,techsummary_447168.pdf (406.90 KB),1.0,2210804.0,SUVENDU KUMAR NAYAK,INR,"548,107.364",Municipal Bodies||Vyasanagar Municipality,2023_ORULB_92081_5,1/VNM/2023-24/8.8.23,Construction of paver road from Amit Kumar Laha House towards Gyana Ranjan Babu house in ward No16,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,AOC,2.0,2210804.0,SUVENDU KUMAR NAYAK,22-Aug-2023 09:39 AM,Accepted-AOC,due to L1,06-Oct-2023 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
