Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,BIDS OF PRATAP KUMAR SAHOO AND AJIT SAMAL HAVE BEEN ADMITTED.,Kahnu Charan Dhir,13-Jun-2023 12:09 PM,finance_438972.pdf,BOQ Comparative Chart,1.0,2152846.0,PRATAP KUMAR SAHOO,INR,"454,900",Municipal Bodies||Paradeep Municipality,2023_ORULB_89244_14,EO/PDPM/W_01/2023-24,Construction of RCC drain with culvert from 96 colony club to Bishra Munda UP School boundary through back side Laxmidhara Grocery Shop in Ward No. 10,EO,Internal,"EO, ME, AE, JE and other official staff",Lagnajit Rout,05-Oct-2023 01:19 PM,finsummary_438972.pdf (740.62 KB),EO,Internal,"EO, ME, AE, JE and other official staff",Lagnajit Rout,05-Oct-2023 01:15 PM,techsummary_438972.pdf (740.62 KB),05-Oct-2023,"INR 454,900",30.0,Lagnajit Rout,05-Oct-2023 01:20 PM,50051.pdf (741.00 KB),Agreement value is Rs. 454900.00,1,2152971,Ajit Samal,03-Jun-2023 02:57 PM,Rejected-Finance,"Quoted rate is higher than L1, hence L2",05-Oct-2023 01:19 PM,AOC,Construction of RCC drain with culvert from 96 colony club to Bishra Munda UP School boundary through back side Laxmidhara Grocery Shop in Ward No. 10,Construction of RCC drain with culvert from 96 colony club to Bishra Munda UP School boundary through back side Laxmidhara Grocery Shop in Ward No. 10,Please refer Tender documents. ,NA ,"3,63,675",Civil Works - Others,NA ,Tender,90.0,30.0,Paradeep Municipality,754142.0,NA ,NA ,NA ,Paradeep Municipality,No ,No,1,ICICI BANK,"EO, Paradeep Municipality",Paradeep Municipality,25-May-2023 05:00 PM,06-Jun-2023 11:00 AM,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,25-May-2023 05:00 PM ,03-Jun-2023 05:00 PM ,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_01/2023-24,2023_ORULB_89244_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,637",Yes,percentage,1.0%,Nil,Nil,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender documents,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2152846,PRATAP KUMAR SAHOO,02-Jun-2023 10:27 PM,Accepted-AOC,Work value includes excess five percent with GST,05-Oct-2023 01:26 PM,AOC,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,AOC
