Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jharsuguda,2070 (L-II) (LAKHANPUR) DT. 04.07.2023,2023_OSCSC_90352_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,NIT,"2,21,077",No,fixed,,Nil,Nil,APPOINTMENT OF LEVELII TRANSPORT CONTRACTOR FOR TRANSPORTATION OF FOOD GRAINS FROM RRC-CUM-DSC TO ALL FPS POINT OF LAKHANPUR BLOCK,APPOINTMENT OF LEVELII TRANSPORT CONTRACTOR FOR TRANSPORTATION OF FOOD GRAINS FROM RRC-CUM-DSC TO ALL FPS POINT OF LAKHANPUR BLOCK,Please refer Tender documents. ,NA ,,Handling and Transportation,TRANSPORTION OF FOOD GRAIN ,Tender,30.0,730.0,SERVICE,768204.0,"DISTRICT MANAGER, OSCSC LTD., JHARSUGUDA ","DISTRICT MANAGER, OSCSC LTD., JHARSUGUDA ",13-Jul-2023 12:00 PM ,"OFFICE CHAMBER OF COLLECTOR, JHARSUGUDA",No ,No,"DISTRICT MANAGER, OSCSC LTD., JHARSUGUDA","DISTRICT MANAGER, OSCSC LTD., JHARSUGUDA","5,900",0.0,Nil,Nil,No,05-Jul-2023 10:00 AM,20-Jul-2023 03:30 PM,05-Jul-2023 10:00 AM,19-Jul-2023 05:30 PM,05-Jul-2023 10:00 AM ,07-Jul-2023 05:30 PM ,05-Jul-2023 10:00 AM,19-Jul-2023 05:30 PM,20-Jul-2023 06:15 PM,AOC,COLLECTOR JHARSUGUDA,Internal,"RTO, JHARSUGUDA, DLO, JHARSUGUDA, DSWO, JHARSUGUDA, CSO, JHARSUGUDA",Sibanarayan Sethy,20-Jul-2023 06:12 PM,20-Jul-2023 06:15 PM,techsummary_442813.pdf (1125.99 KB),Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Jharsuguda,2023_OSCSC_90352_1,2070 (L-II) (LAKHANPUR) DT. 04.07.2023,APPOINTMENT OF LEVELII TRANSPORT CONTRACTOR FOR TRANSPORTATION OF FOOD GRAINS FROM RRC-CUM-DSC TO ALL FPS POINT OF LAKHANPUR BLOCK,1.0,2176622.0,ASHOK KUMAR LODHA,INR,30.61,Finance,FINANCIAL,Sibanarayan Sethy,26-Oct-2023 08:21 PM,finance_442813.pdf,BOQ Comparative Chart,Technical,TECHICAL BID L-II,Sibanarayan Sethy,20-Jul-2023 05:58 PM,technical_442813.pdf,1.0,2176622.0,ASHOK KUMAR LODHA,19-Jul-2023 04:34 PM,Accepted-AOC,THE LOWEST BIDDER,26-Oct-2023 09:12 PM,26-Oct-2023,INR 30.61,577.0,Sibanarayan Sethy,26-Oct-2023 09:11 PM,11407_1unit_2nd_phases.pdf (469.00 KB),AWARD OF COTRACT,"COLLECTOR, JHARSUGUDA",Internal,"RTO, JHARSUGUDA, DLO, JHARSUGUDA, DSWO, JHARSUGUDA AND CSO, JHARSUGUDA",Sibanarayan Sethy,26-Oct-2023 08:32 PM,finsummary_442813.pdf (1357.91 KB),AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,TENDER DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2176324.0,KANHA ENTERPRISES,19-Jul-2023 04:37 PM,Rejected-Finance,Excess amount quoted in tender,26-Oct-2023 08:32 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
