Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
CONSTRUCTION OF PAVER ROAD,CONSTRUCTION OF PAVER ROAD AT HARIJANA STREET IN WARD NO. - 12,Please refer tender documents ,NA ,"11,43,544",Civil Works - Roads,NA ,Tender,60.0,60.0,"NAC OFFICE,ASKA",761110.0,NA ,NA ,NA ,"NAC OFFICE,ASKA",No ,No,"7,080",0.0,Nil,Nil,No,"EXECUTIVE OFFICER,NAC,ASKA","EXECUTIVE OFFICER,NAC,ASKA","13,494",No,fixed,,Nil,Nil,Municipal Bodies||Aska NAC,ASKANAC/PAVERWORK/01/2023-24,2023_ORULB_93815_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,dtcn,1,ICICI BANK,07-Sep-2023 10:00 AM,22-Sep-2023 11:00 AM,07-Sep-2023 10:00 AM,21-Sep-2023 05:30 PM,NA ,NA ,07-Sep-2023 10:00 AM,21-Sep-2023 05:30 PM,AOC,1,2263010,Pabitra Mohan Bisoyi,21-Sep-2023 12:52 PM,Rejected-Finance,L2 Rejected,10-Oct-2023 12:45 PM,Chairperson,Internal,"Executive Officer,Accountnat,JE",Lokanath Bej,10-Oct-2023 12:45 PM,finsummary_458560.pdf (462.58 KB),Finance,Admitted,Lokanath Bej,26-Sep-2023 05:24 PM,,BOQ Comparative Chart,10-Oct-2023,"INR 1,080,650",60.0,Lokanath Bej,10-Oct-2023 12:47 PM,Workorder8.pdf (987.00 KB),L1 bidder accepted,Chairperson,Internal,"EO,JE,Accountant",Lokanath Bej,26-Sep-2023 05:25 PM,techsummary_458560.pdf (462.58 KB),Municipal Bodies||Aska NAC,2023_ORULB_93815_8,ASKANAC/PAVERWORK/01/2023-24,CONSTRUCTION OF PAVER ROAD,1.0,2264236.0,Sunil Kumar Nayak,INR,"1,080,650",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,AOC,2,2264236,Sunil Kumar Nayak,21-Sep-2023 04:49 PM,Accepted-AOC,L1 bidder accepted,10-Oct-2023 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
