S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,2110704.0,BHAGAT KUMAR SHARMA,INR,33.44,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Baragarh,2023_OSCSC_87723_1,1978/03.04.2023,Selection and appointment of Level - II Transport Contractor for BHATLI Block for 2023-25,"ADM, BARGARH",Internal,RTO BARGARH DSWO BARGARH DLO BARGARH CCSO BARGARH,Dasarathi Soren,27-Apr-2023 11:47 AM,29-Apr-2023 10:00 AM,techsummary_433602.pdf (1382.83 KB),ADM BARGARH,Internal,RTO BARGARH DLO BARGARH DSWO BARGARH CCSO BARGARH,Dasarathi Soren,13-Oct-2023 10:48 AM,finsummary_433602.pdf (1547.57 KB),16-Oct-2023,INR 33.44,365.0,Dasarathi Soren,16-Oct-2023 05:04 PM,bhagtsharmabhatliambabhoan.pdf (1008.00 KB),Lowest Bidder Bhagat Kumar Sharma selected as Level - II Transport Contractor for Bhatli Block,1,2110704,BHAGAT KUMAR SHARMA,13-Apr-2023 04:20 PM,Accepted-AOC,accept due lowest bidder,16-Oct-2023 05:04 PM,Technical,TECHNICAL BID IS OPENED AND ALL ARE QULIFED FOR FINANCIAL BID,Dasarathi Soren,27-Apr-2023 11:33 AM,technical_433602.pdf,Finance,Proceeding of Level - II Transport Contractor for Bhatli Block,Dasarathi Soren,13-Oct-2023 10:15 AM,finance_433602.pdf,BOQ Comparative Chart,AOC,"5,900",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,ICICI BANK,"1,69,363",No,fixed,,Nil,Nil,"CCSO-Cum-Dist.Manager, OSCSC, Ltd., Bargarh","O/o CCSO-Cum-Dist.Manager, OSCSC, Ltd., Bargarh",08-Apr-2023 06:10 PM,15-Apr-2023 03:00 PM,08-Apr-2023 06:10 PM,14-Apr-2023 03:00 PM,NA ,NA ,08-Apr-2023 06:10 PM,14-Apr-2023 03:00 PM,29-Apr-2023 10:00 AM,Selection and appointment of Level - II Transport Contractor for BHATLI Block for 2023-25,TRANSPORATION OF FOODGRAINS RRC CUM DSCS TO FPS POINT,PLEASE REFER TO DTCN  ,NA ,"33,87,265",Handling and Transportation,NA ,Tender,45.0,365.0,As per Appendix-I,768028.0,"O/o CCSO-Cum-Dist.Manager, OSCSC, Ltd., Bargarh  ","O/o CCSO-Cum-Dist.Manager, OSCSC, Ltd., Bargarh  ",10-Apr-2023 10:00 AM ,"Confernce Hall of Collectortae , Bargarh",No ,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Baragarh,1978/03.04.2023,2023_OSCSC_87723_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2112372,M/S JAYASINGH BHOI,14-Apr-2023 12:37 PM,Rejected-Finance,3RD LOWEST BIDER,13-Oct-2023 10:48 AM,,,,,,,,,,,,AOC,,,,,,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2112356,SRI ASHISH PATTNAIK,13-Apr-2023 12:53 PM,Rejected-Finance,2ND LOWEST BIDER,13-Oct-2023 10:48 AM,,,,,,,,,,,,AOC,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
