S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,ICICI BANK,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Kandhamala,650_4,2023_OSCSC_88407_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"D.M., OSCSC Ltd., Kandhamal","O/o the D.M., OSCSC Ltd., Kandhamal, Phulbani","1,00,000",Yes,fixed,,Nil,Nil,1.0,Revision in values at Appendix-IV,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,NIT,"5,900",0.0,Nil,Nil,No,"UNIT-K NUAGAONBLOCK, APPOINTMENT OF L-2 TC FOR K NUAGAON OF KANDHAMAL DISTRICT FOR THE TERM 2023-25","UNIT-K NUAGAON , APPOINTMENT OF L-2 TC FOR TRANSPORTATION OF CMR FROM RRC TO FPS POINTS OF K NUAGAON OF KANDHAMAL DISTRICT FOR THE TERM 2023-25",Please refer Tender document ,NA ,,Handling and Transportation,Transportation ,Tender,45.0,NA ,KANDHAMAL,762001.0,NA ,NA ,NA ,"Conference Hall of Collectorate, kandhamal",No ,No,26-Apr-2023 09:00 AM,17-May-2023 10:50 AM,26-Apr-2023 09:30 AM,16-May-2023 05:00 PM,26-Apr-2023 10:00 AM ,28-Apr-2023 09:30 AM ,28-Apr-2023 01:00 PM,16-May-2023 05:00 PM,16-Jun-2023 10:00 AM,AOC,"Collector,Kandhamal and Chairman",Internal,"DSWOKANDHAMAL,RTOKANDHAMAL,DLOKANDHAMAL AND CSOKANDHAMAL.",Prafulla Kumar Sabat,02-Oct-2023 02:14 PM,finsummary_435828.pdf (1249.10 KB),02-Oct-2023,INR 1.17,730.0,Prafulla Kumar Sabat,02-Oct-2023 02:52 PM,1457.pdf (855.00 KB),"The bidder found lowest bid and also agreed to work at 1.170 before the Committee on negotiation. Further MD,OSCSC Ltd., Bhubaneswar approved the price @ 1.170",Finance,THE COMMITTEE ADMITTED THE BIDS QUOTED BY BOTH THE BIDDERS.,Prafulla Kumar Sabat,02-Oct-2023 01:10 PM,,BOQ Comparative Chart,Technical,The uploaded documents furnished by the bidders were verified with originals ones and produced before the Committee and were found genuine.,Anath Charan Swain,08-Jun-2023 07:11 PM,technical_435828.pdf,1.0,2139048.0,BRAJA KISHOR MISHRA,16-May-2023 10:11 AM,Rejected-Finance,"Both the bid price and the negotiation price are higher than the lowest bid, the committee consider the bid as 2nd rank. Hence rejected.",02-Oct-2023 02:14 PM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Kandhamala,2023_OSCSC_88407_1,650_4,"UNIT-K NUAGAONBLOCK, APPOINTMENT OF L-2 TC FOR K NUAGAON OF KANDHAMAL DISTRICT FOR THE TERM 2023-25",1.0,2138815.0,MANOJ KUMAR TRIPATHY,INR,1.17,COLLECTOR KANDHAMAL,Internal,"DLO,DSWO,RTO, CSO, KANDHAMAL",Anath Charan Swain,08-Jun-2023 08:00 PM,16-Jun-2023 10:00 AM,techsummary_435828.pdf (835.31 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2138815.0,MANOJ KUMAR TRIPATHY,15-May-2023 05:07 PM,Accepted-AOC,"The bidder found lowest bid and also agreed to work at 1.170 before the Committee on negotiation. Further MD,OSCSC Ltd., Bhubaneswar approved the price @ 1.170",02-Oct-2023 02:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
