Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,TCN NO. 07 DT. 25.05.2023,2023_RWSS_89465_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,01-Jun-2023 10:00 AM,17-Jun-2023 11:00 AM,01-Jun-2023 10:00 AM,16-Jun-2023 05:00 PM,01-Jun-2023 10:00 AM ,12-Jun-2023 03:00 PM ,01-Jun-2023 10:00 AM,16-Jun-2023 05:00 PM,25-Aug-2023 09:00 AM,1.0,Fee/PreQual/Technical,.pdf,"BID COST, BID SECURITY, GST, PAN, CRC AND AFFIDAVIT",1.0,ICICI BANK,SE RWSS DIVISION BALASORE,O/O SE RWSS DIVISION BALASORE,"4,33,763",Yes,percentage,1.0%,Nil,Nil,"EXECUTION OF 2 NOS. RETROFITTING 40 LPCD RPWS SCHEMES CLUBBED UP AT 1. BEGUNIA, 2. D.P.PUR OF JALESWAR BLOCK IN BALASORE DISTRICT WITH 5 YRS OM-JJM",RPWS WITH RCC ESR,Please refer Tender documents. ,NA ,"4,33,76,263",Civil Works - Water Works,NA ,Tender,180.0,330.0,BALASORE,756001.0,O/O SE RWSS DIVISION BALASORE ,O/O SE RWSS DIVISION BALASORE ,03-Jun-2023 11:00 AM ,O/O SE RWSS DIVISION BALASORE,No ,No,AOC,"Er. Ratnakar Sial, ACE",External,"Er Samir Ch De, SE, Er C Sethi, AE, Er P.N.Behera, AEE and Sri J. Guha, DAO",Paramananda Behera,24-Aug-2023 08:51 PM,25-Aug-2023 09:00 AM,techsummary_439682.pdf (528.98 KB),1,2160858,AZIZUR REHAMAN,16-Jun-2023 04:53 PM,Rejected-AOC,Cancelled,02-Oct-2023 11:22 AM,02-Oct-2023,"INR 38,808,743",330.0,Samir Chandra De,02-Oct-2023 11:21 AM,BeguniaWO.pdf (1107.00 KB),AoC,Finance,Financial bids of 10 bids are opened for evaluation,Paresh Chandra Tudu,25-Aug-2023 11:02 AM,finance_439682.pdf,BOQ Comparative Chart,1.0,2159416.0,GOURISHANKAR MOHANTY,INR,"38,808,743",Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,2023_RWSS_89465_1,TCN NO. 07 DT. 25.05.2023,"EXECUTION OF 2 NOS. RETROFITTING 40 LPCD RPWS SCHEMES CLUBBED UP AT 1. BEGUNIA, 2. D.P.PUR OF JALESWAR BLOCK IN BALASORE DISTRICT WITH 5 YRS OM-JJM",Technical,"Out of 14 bids, 10 bids are to be qualified in technical evaluation",Paramananda Behera,24-Aug-2023 08:46 PM,technical_439682.pdf,"Er. R.Sial, ACE",External,"Er. S.C.De, SE, Er P.N.Behera, AEE, Er C.Sethi, AE, Sri J.Guha, DAO",Paramananda Behera,08-Sep-2023 04:36 PM,finsummary_439682.pdf (796.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2161280,BENUDHARA SETHI,16-Jun-2023 12:02 PM,Rejected-AOC,Cancelled,02-Oct-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2159416,GOURISHANKAR MOHANTY,16-Jun-2023 12:01 PM,Accepted-AOC,Awarded,02-Oct-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2159401,JAGANNATH DAS,16-Jun-2023 03:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Aug-2023 08:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2160798,MANASA RANJAN BISWAL,16-Jun-2023 11:26 AM,Rejected-AOC,Cancelled,02-Oct-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2160750,MILAN PANDA,15-Jun-2023 04:15 PM,Rejected-AOC,Cancelled,02-Oct-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2161618,M/S SHREE SHYAM INFRA PROP. SRI LOKESH SHARMA,16-Jun-2023 04:55 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Aug-2023 08:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2160104,PURUSOTTAM BEHERA,14-Jun-2023 03:13 PM,Rejected-AOC,Cancelled,02-Oct-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2161577,RAJEEV RANJAN,16-Jun-2023 03:53 PM,Rejected-AOC,Cancelled,02-Oct-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2161309,RAMA CHANDRA BEHERA,16-Jun-2023 12:24 PM,Rejected-AOC,Cancelled,02-Oct-2023 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
