Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Sri Girija Sankar Mallick, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,16-Oct-2023 12:13 PM,techsummary_448606.pdf (461.46 KB),1,2214060,CHANDRA KANTA PRADHAN,23-Aug-2023 03:08 PM,Rejected-AOC,Lottery looser,20-Oct-2023 11:49 AM,20-Oct-2023,"INR 1,438,709",60.0,Ghanashyam Tripathy,20-Oct-2023 11:48 AM,AOC.pdf (815.00 KB),date of agreement 08.09.2023 date of completion 07.11.2023,1.0,2213146.0,Gouri Shankar sethi,INR,"1,438,709",Finance,4 NOS BIDDER PARTICIPATED,Girija Sankar Mallik,24-Aug-2023 04:51 PM,,BOQ Comparative Chart,"Akshya Kumar Samant, Chairperson",Internal,"Sri Akshya Kumar Samant,Chairperson, Angul Municipality , Sri Girija Sankar Mallick, OAS, E.O.,Angul Municipality, Sri Harihar Naik, ATO, Angul, Sri Rabin Kumar DAS, AEE, Angul Municipality",Ghanashyam Tripathy,16-Oct-2023 04:37 PM,finsummary_448606.pdf (196.66 KB),Municipal Bodies||Angul Municipality,2023_ORULB_92284_20,EO/AGLM-11/2023-24,Construction of road from Lala tent house to Santi residency (0m to 300m) in ward No.1,AOC,Municipal Bodies||Angul Municipality,EO/AGLM-11/2023-24,2023_ORULB_92284_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid cost, EMD online, RC, GSTIN, PAN, Affidavit and other document as per DTCN",Construction of road from Lala tent house to Santi residency (0m to 300m) in ward No.1,Construction of road from Lala tent house to Santi residency (0m to 300m) in ward No.1,Please refer Tender documents. ,NA ,"16,92,400",Civil Works - Roads,NA ,Tender,90.0,60.0,Angul,759122.0,NA ,NA ,NA ,"O/O Executive Officer, Angul Municipality",No ,No,Executive Officer,"O/O Executive Officer, Angul Municipality","6,000",0.0,Nil,Nil,No,14-Aug-2023 11:00 AM,24-Aug-2023 11:00 AM,14-Aug-2023 11:00 AM,23-Aug-2023 05:00 PM,NA ,NA ,14-Aug-2023 11:00 AM,23-Aug-2023 05:00 PM,"16,950",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,2213146,Gouri Shankar sethi,23-Aug-2023 10:47 AM,Accepted-AOC,Lottery winner,20-Oct-2023 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantity in Xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2212785,PANCHANAN BEHERA (SC),22-Aug-2023 11:44 PM,Rejected-AOC,Lottery looser,20-Oct-2023 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2210065,SUDAMA BHOI,22-Aug-2023 06:50 PM,Rejected-AOC,Lottery looser,20-Oct-2023 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
