Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-DD-13/2023-24 dtd.04.08.2023,2023_ORULB_91733_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Providing RCC Pre-cast Slabs to open drains at different locations in ward no-67 of BMC,Providing RCC Pre-cast Slabs to open drains at different locations in ward no-67 of BMC,As per DTCN ,NA ,"9,65,480",Civil Works - Others,NA ,Tender,120.0,90.0,BMC area limited,751007.0,NA ,NA ,NA ,"SE, Drainage Chamber",No ,No,05-Aug-2023 10:30 AM,22-Aug-2023 11:00 AM,05-Aug-2023 10:30 AM,21-Aug-2023 05:00 PM,NA ,NA ,05-Aug-2023 10:30 AM,21-Aug-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan Copy of all Documents,"9,655",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,"SE, Drainage Division,BMC","SE, Drainage Division,BMC","4,000",0.0,Nil,Nil,No,AOC,31-Oct-2023,"INR 968,490",90.0,Goutam Chandra Das,31-Oct-2023 01:08 PM,WO-453.22.pdf (315.00 KB),1,2197743,NABIN KUMAR JENA,19-Aug-2023 08:02 PM,Rejected-Finance,other than 1st lowest,31-Oct-2023 01:06 PM,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,31-Oct-2023 01:02 PM,techsummary_446485.pdf (109.74 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2023_ORULB_91733_16,BMC-EE-DD-13/2023-24 dtd.04.08.2023,Providing RCC Pre-cast Slabs to open drains at different locations in ward no-67 of BMC,Superintending Engineer,Internal,"SE DRAINAGE,AEE DRAINAGE,AE DRAINAGE,HEAD ASSISTANT",Goutam Chandra Das,31-Oct-2023 01:06 PM,finsummary_446485.pdf (109.74 KB),Finance,2 bids opened successfully,Goutam Chandra Das,22-Aug-2023 12:46 PM,finance_446485.pdf,BOQ Comparative Chart,1.0,2198590.0,SATYARANJAN MAHARI,INR,"968,490",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,AOC,,,,,,,2,2198590,SATYARANJAN MAHARI,19-Aug-2023 08:11 PM,Accepted-AOC,1st lowest,31-Oct-2023 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
