Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"EO, Paradeep Municipality",Paradeep Municipality,Laying of paver block near toilet at Gulf field for beautification of area in Ward No. 11,Laying of paver block near toilet at Gulf field for beautification of area in Ward No. 11,Please refer Tender documents. ,NA ,"6,03,219",Civil Works - Others,NA ,Tender,90.0,60.0,Paradeep Municipality,754142.0,NA ,NA ,NA ,Paradeep Municipality,No ,No,"4,000",0.0,Nil,Nil,No,25-May-2023 05:00 PM,06-Jun-2023 11:00 AM,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,25-May-2023 05:00 PM ,03-Jun-2023 05:00 PM ,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender documents,1,ICICI BANK,"6,032",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_01/2023-24,2023_ORULB_89244_62,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Municipal Bodies||Paradeep Municipality,2023_ORULB_89244_62,EO/PDPM/W_01/2023-24,Laying of paver block near toilet at Gulf field for beautification of area in Ward No. 11,BASANT BISWAL,Internal,"CP, EO, ME, JE, HA and Accountant",Lagnajit Rout,07-Oct-2023 09:54 AM,finsummary_439082.pdf (336.84 KB),Finance,BIDS OF PADAN CHARAN BEHERA AND SAGAR KUMAR ROUT HAVE BEEN ADMITTED.,Kahnu Charan Dhir,21-Jun-2023 10:51 AM,finance_439082.pdf,BOQ Comparative Chart,1.0,2152969.0,PADAN CHARAN BEHERA,INR,"740,300",07-Oct-2023,"INR 740,300",60.0,Lagnajit Rout,07-Oct-2023 09:57 AM,58072.pdf (712.00 KB),Contract value includes GST,1,2152969,PADAN CHARAN BEHERA,03-Jun-2023 09:01 AM,Accepted-AOC,Awarded value includes GST,07-Oct-2023 09:57 AM,BASANT BISWAL,Internal,"CP, EO, ME, JE, HA and Accountant",Lagnajit Rout,07-Oct-2023 09:50 AM,techsummary_439082.pdf (336.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2153003,SAGAR KUMAR ROUT,03-Jun-2023 10:14 AM,Rejected-Finance,Though quoted rate eight point five percent which is less that the first bidder but became L2 due to General license,07-Oct-2023 09:54 AM,,,,,,,AOC
