Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,Construction of road at Kasturi Nagar 4th Lane and Dr. Ananda Padhi House Lane in W.No-18,Construction of road at Kasturi Nagar 4th Lane and Dr. Ananda Padhi House Lane in W.No-18,Please refer Tender documents. ,NA ,"35,79,976",Civil Works - Roads,NA ,Tender,90.0,30.0,Rayagada,765001.0,NA ,NA ,NA ,Rayagada Municipality,No ,No,Municipal Bodies||Rayagada Municipality,RGDA-MUN-02/2023-24,2023_ORULB_89292_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Officer, Rayagada Municipality","Executive Officer, Rayagada Municipality",1.0,Fee/PreQual/Technical/Finance,.pdf,"CDMS License,BDC,PAN,GSTIN,Paper Cost,EMD,Caste Certificate,Affidavit,Bank A/C as per DTCN","35,800",Yes,fixed,,Nil,Nil,29-May-2023 11:30 AM,27-Jun-2023 11:30 AM,29-May-2023 11:30 AM,22-Jun-2023 05:30 PM,29-May-2023 11:30 AM ,21-Jun-2023 05:30 PM ,29-May-2023 11:30 AM,22-Jun-2023 05:30 PM,AOC,"Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,11-Oct-2023 01:10 PM,finsummary_439267.pdf (47.99 KB),Municipal Bodies||Rayagada Municipality,2023_ORULB_89292_31,RGDA-MUN-02/2023-24,Construction of road at Kasturi Nagar 4th Lane and Dr. Ananda Padhi House Lane in W.No-18,1.0,2165720.0,MADHUSMITA PADHI,INR,"3,031,927",Finance,All Bids Opened,BIKRAMADITYA MOHAPATRA,26-Jul-2023 05:14 PM,finance_439267.pdf,BOQ Comparative Chart,1,2164197,ABHIMANYU NAIK,22-Jun-2023 01:32 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,11-Oct-2023,"INR 3,031,927",30.0,Bulu Sethy,11-Oct-2023 01:13 PM,ddoc.pdf (2013.00 KB),"Chairperson, Rayagada Municipality",Internal,,Bulu Sethy,11-Oct-2023 01:01 PM,techsummary_439267.pdf (47.99 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2165019,BRAJAMOHAN HIKAKA,21-Jun-2023 01:01 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2163284,CHANDRA SEKHAR SAHUKAR,19-Jun-2023 12:10 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2164188,DAMBARUDHAR MAJHI,20-Jun-2023 01:02 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2165684,G DEEPAK KUMAR,22-Jun-2023 11:19 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2164780,JAGANNATH SAHU,21-Jun-2023 10:16 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2165012,JULLY BEHERA,22-Jun-2023 02:33 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2164667,JYOSTNA RANI SAHANI,21-Jun-2023 08:47 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2165917,KARNI SAPNA,22-Jun-2023 02:01 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2165283,KRUSHNA CHANDRA PRUSTY,22-Jun-2023 11:53 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
