Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2165720,MADHUSMITA PADHI,22-Jun-2023 11:39 AM,Accepted-AOC,Awarded,11-Oct-2023 01:13 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2165647,MENAKA BISOYI,22-Jun-2023 09:28 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2162416,Mohan Behera,17-Jun-2023 07:37 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2164208,MONAJ PANDA,21-Jun-2023 05:22 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2163936,NANDA KISHOR PRASAD CHOURASIA,22-Jun-2023 01:07 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,2166103,PITTALA YAMUNA,22-Jun-2023 04:22 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,2163597,PRADEEPTA DASH,22-Jun-2023 11:00 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,2164528,RABI NARAYAN MISHRA,21-Jun-2023 03:19 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,2161711,RAJANI KANTA BEHERA,21-Jun-2023 09:50 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,2163218,RASMITA SAHUKAR,19-Jun-2023 11:34 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,2165870,RAWALA MAJHI,22-Jun-2023 01:41 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,2162405,SANGEETA PULAKA,21-Jun-2023 11:50 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,2165510,SANGRAM KESHAR PATNAIK,21-Jun-2023 08:27 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,2160306,Santosh kumar rath,16-Jun-2023 06:53 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,2164071,SATYANARAYAN PADHI,20-Jun-2023 06:52 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,2162375,SMT. ABHILIPSA RATH,17-Jun-2023 07:08 PM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,2163922,TIRUPATI PRASAD PANIGRAHI,20-Jun-2023 08:50 AM,Rejected-Finance,Not qualified in the lottery system,11-Oct-2023 01:09 PM,,,,,,,,,,,,,AOC
