Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,"Tender opened in online 6 Nos of bidder participated and all bidder have quoted 14.99 percent less than tender value i.e Rs.16, 94,706.31.Tender will be finalized through transparent lottery system as per rule.",Saroj Kumar Acharya,28-Sep-2023 04:15 PM,,BOQ Comparative Chart,1.0,2263378.0,DIPAK PRADHAN,INR,"1,699,990",Municipal Bodies||Konark NAC,2023_ORULB_93801_31,KNK-3(33)-2023-24,Construction of RCC Drain and Kitchen room of Kalyan Mandap in Konark NAC.,Executive officer,Internal,Executive officer Assistant Manager WATCO Nimapada cum Municipal Engineer Konark NAC Engineer Assistant Engineer Accountant Junior Engineer of konark,Jagadish Naik,13-Oct-2023 04:05 PM,finsummary_458992.pdf (2505.96 KB),Executive officer,Internal,Executive officer Municipal Engineer cum Assistant Manager WATCO Nimapada Accountant Junior Engineer of konark NAC Assistant Engineer Accounts officerGop Block,Jagadish Naik,09-Oct-2023 05:45 PM,techsummary_458992.pdf (232.57 KB),16-Oct-2023,"INR 1,699,990",60.0,Jagadish Naik,16-Oct-2023 07:10 PM,31.pdf (202.00 KB),Including GST,1,2263378,DIPAK PRADHAN,20-Sep-2023 08:10 PM,Accepted-AOC,"Deposited required APS,EMD,ISD in time",16-Oct-2023 07:10 PM,AOC,1.0,ICICI BANK,Construction of RCC Drain and Kitchen room of Kalyan Mandap in Konark NAC.,Construction of RCC Drain and Kitchen room of Kalyan Mandap in Konark NAC.,Please refer to tender document. ,NA ,"16,94,706",Civil Works - Others,NA ,Tender,90.0,60.0,Ring roadi W No 09,752111.0,Konark NAC Office ,"Konark NAC Office,Konark,Puri,Pin 752111 ",15-Sep-2023 12:00 PM ,Konark NAC Office,No ,No,Municipal Bodies||Konark NAC,KNK-3(33)-2023-24,2023_ORULB_93801_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"16,947",No,fixed,,Nil,Nil,07-Sep-2023 10:00 AM,22-Sep-2023 11:00 AM,07-Sep-2023 10:00 AM,21-Sep-2023 05:00 PM,07-Sep-2023 10:00 AM ,12-Sep-2023 05:00 PM ,07-Sep-2023 10:00 AM,21-Sep-2023 05:00 PM,"Executive officer, Konark NAC","Executive officer, Konark NAC,Puri,Pin 752111",1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd license,GST Regd ,PAN,Papercost,Affidevit and other doc as per DTCN","6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2260252,NIRANJAN SWAIN,19-Sep-2023 08:09 PM,Rejected-Finance,Un Sucessful in Lottery,13-Oct-2023 04:05 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2263601,PADMANAV BARAL,20-Sep-2023 10:50 PM,Rejected-Finance,Un Sucessful in Lottery,13-Oct-2023 04:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2260002,SANATAN KANDI,19-Sep-2023 05:45 PM,Rejected-Finance,Un Sucessful in Lottery,13-Oct-2023 04:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2264815,SUMITRA SAHU,21-Sep-2023 02:25 PM,Rejected-Finance,Un Sucessful in Lottery,13-Oct-2023 04:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2262476,SWADHIN KUMAR PRADHAN,20-Sep-2023 01:53 PM,Rejected-Finance,Un Sucessful in Lottery,13-Oct-2023 04:05 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
