S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
1,2240089,ANIL KUMAR MEHER,INR,"421,886",Municipal Bodies||Bijepur NAC,2023_ORULB_93192_1,941/NACB-08,Construction of Pavered road from Mishra babu house to Durga Samrath house in W.N-04 under Road Infrastructure fund for the year 2023-24,SITA BARIK,Internal,"CHAIRPERSON, TAHASILDAR, EO, ME, ACCOUNTS OFFICER",RAJESH KUMAR EKKA,31-Oct-2023 01:56 PM,techsummary_454050.pdf (45.31 KB),Finance,summary,RAJESH KUMAR EKKA,31-Oct-2023 01:54 PM,,BOQ Comparative Chart,SITA BARIK,Internal,"CHAIRPERSON, TAHASILDAR, EO, ME, ACCOUNTS OFFICER",RAJESH KUMAR EKKA,31-Oct-2023 01:58 PM,finsummary_454050.pdf (45.31 KB),31-Oct-2023,"INR 421,886",60.0,RAJESH KUMAR EKKA,31-Oct-2023 02:01 PM,AOC.pdf (841.00 KB),AOC,1,2240089,ANIL KUMAR MEHER,06-Sep-2023 09:49 PM,Accepted-AOC,L1,31-Oct-2023 02:01 PM,AOC,28-Aug-2023 10:00 AM,08-Sep-2023 11:00 AM,28-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,28-Aug-2023 10:00 AM ,29-Aug-2023 05:00 PM ,28-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,Construction of Pavered road from Mishra babu house to Durga Samrath house in W.N-04 under Road Infrastructure fund for the year 2023-24,CIVIL WORK,Please refer Tender documents. ,NA ,"4,51,166",Civil Works - Roads,NA ,Tender,90.0,60.0,BIJEPUR NAC,768032.0,NA ,NA ,NA ,BIJEPUR NAC,No ,No,EO BIJEPUR NAC,BIJEPUR NAC,"2,000",0.0,Nil,Nil,No,Municipal Bodies||Bijepur NAC,941/NACB-08,2023_ORULB_93192_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"4,512",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Cost of Tender paper, EMD, Affidavit and other documents",AOC
2,2240812,JITEN SUNA,INR,"421,886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2240812,JITEN SUNA,06-Sep-2023 10:01 PM,Accepted-AOC,L1,31-Oct-2023 02:01 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,.xls,boq,AOC
