Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"SE,UKID, Borigumma",Internal,"Divisional Accountant , Estimator",PRADEEP KUMAR SENAPATI,15-Oct-2023 11:55 PM,finsummary_455273.pdf (340.79 KB),CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Telengiri Canal Division Ambaguda,2023_TCDA_93376_1,SEUKID 01/2023-24 (SL16),Renovation of fall No.-1 at RD 0.015Km including protection wall to scoured bank of Dharanahandi Minor.,16-Oct-2023,"INR 827,869",90.0,PRADEEP KUMAR SENAPATI,18-Oct-2023 10:24 PM,WO16.pdf (221.00 KB),Work Order,1.0,2245573.0,SURAJ KUMAR RAY,INR,"703,772",Finance,Bid opening summary,PRADEEP KUMAR SENAPATI,14-Oct-2023 11:58 PM,finance_455273.pdf,BOQ Comparative Chart,1,2245833,ANUPAMA PANDA,09-Sep-2023 06:57 AM,Rejected-Finance,Disqualified in transparent lottery system.,15-Oct-2023 11:55 PM,"SE,UKID, Borigumma",Internal,"Divisional Accountant , Estimator",PRADEEP KUMAR SENAPATI,15-Oct-2023 12:43 AM,techsummary_455273.pdf (207.37 KB),AOC,1.0,ICICI BANK,"4,000",Nil,Nil,Yes,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, EMD, GST Registration Certificate, GSTIN, PAN and Contractor RC","SE UKIDIVN, Borigumma,Dist-Koraput","Office of the Superintending Engineer, U.K.I.Division,Borigumma, Dist- Koraput, PIN 764056",Renovation of fall No.-1 at RD 0.015Km including protection wall to scoured bank of Dharanahandi Minor.,CANAL STRUCTURAL WORK,AS PER DTCN ,NA ,"8,27,869",Civil Works - Canal,NA ,Tender,90.0,90.0,BORIGUMMA,764056.0,NA ,NA ,NA ,"Office of the SE UKIDIVN, Borigumma,Dist-Koraput.",No ,No,"8,300",Yes,fixed,,Nil,Nil,29-Aug-2023 11:00 AM,11-Sep-2023 11:00 AM,29-Aug-2023 11:00 AM,09-Sep-2023 05:30 PM,NA ,NA ,29-Aug-2023 11:00 AM,09-Sep-2023 05:30 PM,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Kolab Project Bariniput||Telengiri Canal Division Ambaguda,SEUKID 01/2023-24 (SL16),2023_TCDA_93376_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2245721,BIJAYA KUMAR MADALA,08-Sep-2023 09:30 PM,Rejected-Finance,Disqualified in transparent lottery system.,15-Oct-2023 11:55 PM,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,"Tender cost, undertaking, Check List and any other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2244833,ISWAR MOHANTY,08-Sep-2023 01:43 PM,Rejected-Finance,Disqualified in transparent lottery system.,15-Oct-2023 11:55 PM,,,,,,,AOC,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2245623,NILAKANTHA MANDI,09-Sep-2023 11:17 AM,Rejected-Finance,Disqualified in transparent lottery system.,15-Oct-2023 11:55 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2245849,PRASANTA KUMAR PATTNAIK,09-Sep-2023 07:56 AM,Rejected-Finance,Disqualified in transparent lottery system.,15-Oct-2023 11:55 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2244458,Rajesh Gouda,08-Sep-2023 12:07 PM,Rejected-Finance,Disqualified in transparent lottery system.,15-Oct-2023 11:55 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2246274,RANJIT KUMAR SATPATHY,09-Sep-2023 02:55 PM,Rejected-Finance,Disqualified in transparent lottery system.,15-Oct-2023 11:55 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2233292,SANGAM KUMAR MISHRA,03-Sep-2023 08:14 PM,Rejected-Finance,Disqualified in transparent lottery system.,15-Oct-2023 11:55 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2245573,SURAJ KUMAR RAY,09-Sep-2023 09:50 AM,Accepted-AOC,Qualified in transparent lottery system.(Negotiated Amount),18-Oct-2023 10:24 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
