Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
24-Feb-2023 10:00 AM,09-Mar-2023 11:00 AM,24-Feb-2023 10:00 AM,06-Mar-2023 05:00 PM,NA ,NA ,24-Feb-2023 10:00 AM,06-Mar-2023 05:00 PM,Municipal Bodies||Junagarh NAC,JUNAGARH/NAC/02/2022-23,2023_ORULB_86467_19,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,"2,000",0.0,Nil,Nil,No,"Construction of Road and Drain With Cover Slab of Connecting road from infront of Police Station to Durga Mandap road in Ward No.12., N.A.C.,Junagarh.","Construction of Road and Drain With Cover Slab of Connecting road from infront of Police Station to Durga Mandap road in Ward No.12., N.A.C.,Junagarh.",Please refer Tender documents. ,NA ,"2,03,959",Civil Works - Others,NA ,Tender,90.0,60.0,WARD NO 12,766014.0,NA ,NA ,NA ,O/o-NAC Junagarh,No ,No,"2,040",Yes,percentage,1.0%,Nil,Nil,"Executive Officer,NAC Junagarh","NAC Office Junagarh Kalahandi,Odisha Pin-766014",1.0,Fee/PreQual/Technical/Finance,.pdf,"GST Certificate,PAN,Affidavit,Cost of Tender Paper,EMD and other documents as per DTCN",AOC,25-Sep-2023,"INR 203,902.968",60.0,Premlal Hial,10-Oct-2023 10:33 PM,jng.pdf (226.00 KB),As per the tender committee.,1,2095830,Pratap Khiti,06-Mar-2023 01:53 PM,Accepted-AOC,L1,10-Oct-2023 10:34 PM,CHAIRPERSON NAC JUNAGARH,Internal,,Premlal Hial,24-Sep-2023 04:56 PM,techsummary_429835.pdf (448.40 KB),Municipal Bodies||Junagarh NAC,2023_ORULB_86467_19,JUNAGARH/NAC/02/2022-23,"Construction of Road and Drain With Cover Slab of Connecting road from infront of Police Station to Durga Mandap road in Ward No.12., N.A.C.,Junagarh.",As per the tender committee.,Internal,,Bira Singh Biroli,24-Sep-2023 10:09 PM,finsummary_429835.pdf (448.65 KB),Finance,ok,Biswambhar Mishra,09-Mar-2023 05:59 PM,,BOQ Comparative Chart,1.0,2095830.0,Pratap Khiti,INR,"203,902.968",AOC
,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,2,2095845,SURYA NARAYAN PANDA,06-Mar-2023 01:58 PM,Rejected-Technical,L2,24-Sep-2023 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
