Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"11,800",0.0,Nil,Nil,No,Street lighting and Power supply from NH49 to Putulpani along the parallel road at GIOM in the district of Keonjhar,Street lighting and Power supply from NH49 to Putulpani along the parallel road at GIOM in the district of Keonjhar,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, Registration in CDMS portal etc. as per DTCN requirements. ",NA ,"2,33,67,000",Electrical Works,NA ,Tender,180.0,270.0,GANDHAMARDAN IRON ORE MINES,758018.0,NA ,NA ,NA ,Bhubaneswar,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, Registration in CDMS porta",Orissa Mining Corporation,NIT No.22/OMC/CIVIL/2023,2023_OMC_89977_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"CGM(C), OMC Ltd.","Office of the CGM(C), OMC Ltd., Bhubaneswar",22-Jun-2023 06:30 PM,11-Jul-2023 11:00 AM,23-Jun-2023 09:00 AM,10-Jul-2023 05:00 PM,NA ,NA ,23-Jun-2023 09:00 AM,10-Jul-2023 05:00 PM,16-Aug-2023 01:00 PM,1.0,CORRIGENDUM-1,Technical Bid,,"2,33,700",Yes,fixed,,Nil,Nil,AOC,1.0,2166662.0,M/S SARALA ENGINEERING WORKS,INR,"19,863,652.53",R K PANDA,Internal,S K BISWAL S P MEHER N K NAYAK,Satyajit Jena,30-Oct-2023 04:56 PM,finsummary_441762.pdf (332.61 KB),Technical,TECHNICAL BIDS OPENED OF ALL THIRTY EIGHT BIDDERS,Preeti Kumari,11-Jul-2023 06:40 PM,,A K PAL,Internal,L D BEHERA R K DASH DEBENDU MOHAPATRA S R PATTANAIK,Satyajit Jena,14-Aug-2023 05:14 PM,16-Aug-2023 01:00 PM,techsummary_441762.pdf (2329.10 KB),1,2174000,AADYA URJA SOLUTIONS PRIVATE LIMITED,10-Jul-2023 11:40 AM,Rejected-Finance,NOT BEING L1,30-Oct-2023 04:56 PM,Finance,Financial bid of 36 (Thirty six) qualified bidders had been open out of 38 (Thirty eight) bids.,NIBEDITA SAHOO,16-Aug-2023 04:34 PM,,BOQ Comparative Chart,Orissa Mining Corporation,2023_OMC_89977_2,NIT No.22/OMC/CIVIL/2023,Street lighting and Power supply from NH49 to Putulpani along the parallel road at GIOM in the district of Keonjhar,30-Oct-2023,"INR 19,863,652.53",270.0,Satyajit Jena,30-Oct-2023 04:59 PM,2023_OMC_89977_2.pdf (804.00 KB),Street lighting and Power supply from NH49 to Putulpani along the parallel road at GIOM in the district of Keonjhar,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,FINANCIALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,2174652,Ambika Agency,10-Jul-2023 11:58 AM,Rejected-Finance,NOT BEING L1,30-Oct-2023 04:56 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,2175205,Asmacs.Prop.Dev Mohanty,10-Jul-2023 04:36 PM,Rejected-Finance,NOT BEING L1,30-Oct-2023 04:56 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4,2173848,Bajaj Electricals Ltd,10-Jul-2023 02:46 PM,Rejected-Technical,Dis-qualified due to not having ELBO license in his name,14-Aug-2023 05:14 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5,2174441,BHARAT KUMAR SAHOO,09-Jul-2023 06:52 PM,Rejected-Finance,NOT BEING L1,30-Oct-2023 04:56 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,6,2175158,DILLIP KUMAR ROUT,10-Jul-2023 03:30 PM,Rejected-Finance,NOT BEING L1,30-Oct-2023 04:56 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,7,2175170,Dwarikanath Das,10-Jul-2023 03:43 PM,Rejected-Finance,NOT BEING L1,30-Oct-2023 04:56 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,8,2175111,Gayatri Agency,10-Jul-2023 03:46 PM,Rejected-Finance,NOT BEING L1,30-Oct-2023 04:56 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,9,2174330,Gladiolus Energy Solutions Pvt Ltd,10-Jul-2023 04:08 PM,Rejected-Technical,Dis-qualified due to not having PF registration,14-Aug-2023 05:14 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,10,2172155,GLOBAL E-VILLAGE SERVICES INDIA LIMITED,10-Jul-2023 03:52 PM,Rejected-Finance,NOT BEING L1,30-Oct-2023 04:56 PM,,,,,,,,,,,,,,,,,,AOC
