Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Construction of Command Control Centre and Visitors Induction Room at Bangur Chromite Mines in the district of Keonjhar.,Construction of Command Control Centre and Visitors Induction Room at Bangur Chromite Mines in the district of Keonjhar.,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requirements ",NA ,"60,15,000",Civil Works - Others,NA ,Tender,90.0,180.0,BANGUR,758078.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,1,ICICI BANK,"60,200",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requ",07-Jan-2023 05:00 PM,24-Jan-2023 11:00 AM,07-Jan-2023 05:00 PM,21-Jan-2023 05:00 PM,NA ,NA ,07-Jan-2023 05:00 PM,21-Jan-2023 05:00 PM,09-Feb-2023 11:00 AM,Orissa Mining Corporation,NIT No. 01/OMC/CIVIL/2023,2023_OMC_85025_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"CGM(C), OMC Ltd., Bhubaneswar","Office of the CGM(C), OMC Ltd., Bhubaneswar","11,800",0.0,Nil,Nil,No,AOC,Orissa Mining Corporation,2023_OMC_85025_1,NIT No. 01/OMC/CIVIL/2023,Construction of Command Control Centre and Visitors Induction Room at Bangur Chromite Mines in the district of Keonjhar.,09-Oct-2023,"INR 5,112,531.03",180.0,Satyajit Jena,11-Oct-2023 09:51 AM,2023_OMC_85025_1.pdf (4635.00 KB),Construction of Command Control Centre and Visitors Induction Room at Bangur Chromite Mines in the district of Keonjhar.,R K PANDA,Internal,P K MISHRA S K BISWAL S P MEHER,Satyajit Jena,09-Oct-2023 05:36 PM,finsummary_424180.pdf (2837.25 KB),Technical,02 (TWO) bids has been received subjected to evaluation by committee,Durgamadhab Mallik,24-Jan-2023 07:45 PM,,1.0,2058025.0,SIBARAM TRIPATHY,INR,"5,112,531.03",R K PANDA,Internal,P K MISHRA S K BISWAL S P MEHER,Satyajit Jena,08-Feb-2023 05:39 PM,09-Feb-2023 11:00 AM,techsummary_424180.pdf (584.76 KB),1,2058127,ABHIRAM SAHU,21-Jan-2023 02:32 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 05:36 PM,Finance,Financial bid of 02 (TWO) qualified bidders had been open,Durgamadhab Mallik,09-Feb-2023 03:55 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,2,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2058025,SIBARAM TRIPATHY,21-Jan-2023 12:47 PM,Accepted-AOC,L1,11-Oct-2023 09:52 AM,,,,,,,AOC
