S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,ICICI BANK,Construction of CC drain from Satyaban Shop to towards Santosh Sahu House front in Ward No.11,Construction of CC drain from Satyaban Shop to towards Santosh Sahu House front in Ward No.11,Please refer Tender documents. ,NA ,"6,63,764",Civil Works - Others,NA ,Tender,120.0,60.0,NAC Barpali,768029.0,NA ,NA ,NA ,"O/o of the NAC, Barpali",No ,No,"6,638",Yes,percentage,1.0%,Nil,Nil,23-Mar-2023 11:00 AM,05-Apr-2023 11:00 AM,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,23-Mar-2023 11:00 AM ,03-Apr-2023 05:00 PM ,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Barpali NAC,EOBRP/03/2022-23,2023_ORULB_87165_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, NAC, Barpali","O/o of the NAC, Barpali Dist.-Bargarh, Pin-768029",AOC,"E.O, NAC, Barpali",Internal,"Executive Officer, Municipal Engineer, Addl. Tahasildar, Barpali, Sub-Treasury Officer Barpali",Bhuban Kumar Satpathy,12-Jul-2023 11:32 AM,techsummary_431930.pdf (1169.34 KB),1.0,2108741.0,MANORANJAN SAHU,INR,"663,103.16",Municipal Bodies||Barpali NAC,2023_ORULB_87165_2,EOBRP/03/2022-23,Construction of CC drain from Satyaban Shop to towards Santosh Sahu House front in Ward No.11,1,2108741,MANORANJAN SAHU,03-Apr-2023 12:54 PM,Accepted-AOC,L1,02-Oct-2023 07:31 PM,"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,16-Sep-2023 08:11 AM,finsummary_431930.pdf (1169.34 KB),Finance,Two nos of bidder has been participate,Bhuban Kumar Satpathy,05-Apr-2023 12:03 PM,,BOQ Comparative Chart,25-Sep-2023,"INR 663,103",60.0,Bhuban Kumar Satpathy,02-Oct-2023 07:29 PM,AOC.pdf (286.00 KB),Work order issued,AOC
2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Bid Cost, EMD, Registration Certificate, PAN, GSTN, No Relation Certificate, Affidavit, as per DTCN",,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2108841,SHANKARLAL AGRAWAL,03-Apr-2023 01:57 PM,Rejected-AOC,L2,02-Oct-2023 07:31 PM,,,,,,,,,,,,,,,,,,,,AOC
