Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Kandhamala,2023_OSCSC_88411_1,650_8,"UNIT-PHULBANI BLOCK AND MPLBLOCK, APPOINTMENT OF L-2 TC FOR PHULBANI BLOCK AND MPL OF KANDHAMAL DISTRICT FOR THE TERM 2023-25",1.0,2139858.0,BRAJA KISHOR MISHRA,INR,1.15,COLLECTOR KANDHAMAL,Internal,"DLO,DSWO,RTO, CSO, KANDHAMAL",Anath Charan Swain,08-Jun-2023 07:55 PM,16-Jun-2023 10:00 AM,techsummary_435832.pdf (835.31 KB),02-Oct-2023,INR 1.15,730.0,Prafulla Kumar Sabat,02-Oct-2023 02:48 PM,1457.pdf (855.00 KB),"The bidder found lowest bid and also agreed to work at 1.150 before the Committee on negotiation. Further MD,OSCSC Ltd., Bhubaneswar approved the price @ 1.150","Collector, Kandhamal and Chairman",Internal,"DSWOKANDHAMAL,RTOKANDHAMAL,DLOKANDHAMAL AND CSOKANDHAMAL.",Prafulla Kumar Sabat,02-Oct-2023 01:52 PM,finsummary_435832.pdf (1249.10 KB),1.0,2139858.0,BRAJA KISHOR MISHRA,16-May-2023 10:39 AM,Accepted-AOC,"The bidder found lowest bid and also agreed to work at 1.150 before the Committee on negotiation. Further MD,OSCSC Ltd., Bhubaneswar approved the price @ 1.150",02-Oct-2023 02:48 PM,Technical,The uploaded documents furnished by the bidders were verified with originals ones and produced before the Committee and were found genuine.,Anath Charan Swain,08-Jun-2023 07:02 PM,technical_435832.pdf,Finance,THE COMMITTEE ADMITTED THE BIDS QUOTED BY BOTH THE BIDDERS.,Prafulla Kumar Sabat,02-Oct-2023 01:16 PM,finance_435832.pdf,BOQ Comparative Chart,AOC,26-Apr-2023 09:00 AM,17-May-2023 11:15 AM,26-Apr-2023 09:30 AM,16-May-2023 05:00 PM,26-Apr-2023 10:00 AM ,28-Apr-2023 09:30 AM ,28-Apr-2023 01:00 PM,16-May-2023 05:00 PM,16-Jun-2023 10:00 AM,1.0,ICICI BANK,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Kandhamala,650_8,2023_OSCSC_88411_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,"5,900",0.0,Nil,Nil,No,"1,00,000",Yes,fixed,,Nil,Nil,"UNIT-PHULBANI BLOCK AND MPLBLOCK, APPOINTMENT OF L-2 TC FOR PHULBANI BLOCK AND MPL OF KANDHAMAL DISTRICT FOR THE TERM 2023-25","UNIT-PHULBANI BLOCK AND MPL, APPOINTMENT OF L-2 TC FOR TRANSPORTATION OF CMR FROM RRC TO FPS POINTS OF PHULBANI BLOCK AND MPL OF KANDHAMAL DISTRICT FOR THE TERM 2023-25",Please refer tender document ,NA ,,Handling and Transportation,Transportation ,Tender,45.0,730.0,KANDHAMAL,762001.0,NA ,NA ,NA ,"Conference Hall of Collectorate, Phulbani",No ,No,"D.M., OSCSC Ltd., Kandhamal","O/o the D.M., OSCSC Ltd., Kandhamal, Phulbani",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2138874.0,MANOJ KUMAR TRIPATHY,15-May-2023 05:18 PM,Rejected-Finance,"Both the bid price and the negotiation price are higher than the lowest bid, the Committee consider the bid as 2nd rank. Hence rejected.",02-Oct-2023 01:52 PM,,,,,,,,,,,,AOC,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
