EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"14,763",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender documents,"EO, Paradeep Municipality",Pradeep Municipality,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_01/2023-24,2023_ORULB_89244_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"Construction of RCC drain and road from Mayadhar Dalei house towards creek, Tarenigada in Ward No. 5","Construction of RCC drain and road from Mayadhar Dalei house towards creek, Tarenigada in Ward No. 5",Please refer Tender documents. ,NA ,"14,76,253",Civil Works - Others,NA ,Tender,90.0,60.0,Pradeep Municipality,754142.0,NA ,NA ,NA ,Pradeep Municipality,No ,No,1,ICICI BANK,25-May-2023 05:00 PM,06-Jun-2023 11:00 AM,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,25-May-2023 05:00 PM ,03-Jun-2023 05:00 PM ,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,AOC,05-Oct-2023,"INR 1,776,800",60.0,Lagnajit Rout,05-Oct-2023 04:14 PM,44942.pdf (741.00 KB),Quoted rate is excess five percent along with GST,EO,Internal,"CP, EO, ME, JE, HA and Accountant",Lagnajit Rout,05-Oct-2023 04:12 PM,finsummary_438948.pdf (336.84 KB),Finance,BIDS OF MS KANTHAMANI SETHY AND MAMATA MAYEE SAMAL HAVE BEEN ADMITTED.,Kahnu Charan Dhir,13-Jun-2023 09:02 AM,finance_438948.pdf,BOQ Comparative Chart,1,2153552,MAMATA MAYEE SAMAL,03-Jun-2023 04:40 PM,Accepted-AOC,Quoted rate is excess five per cent with GST,05-Oct-2023 04:15 PM,Municipal Bodies||Paradeep Municipality,2023_ORULB_89244_2,EO/PDPM/W_01/2023-24,"Construction of RCC drain and road from Mayadhar Dalei house towards creek, Tarenigada in Ward No. 5",1.0,2153552.0,MAMATA MAYEE SAMAL,INR,"1,776,800",EO,Internal,"CP, EO, ME, JE, HA and Accountant",Lagnajit Rout,05-Oct-2023 04:08 PM,techsummary_438948.pdf (336.84 KB),AOC
,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,2153563,M/S KANTHAMANI SETHY,03-Jun-2023 04:48 PM,Rejected-Finance,"Quoted the highest rate among the two at twelve percent excess, hence L2",05-Oct-2023 04:12 PM,,,,,,,,,,,,,,,,AOC
